Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.3214078374455732	0.20968363824079816	0.4331320366503483	0.21357032158078262	0.15474359967688125	0.272397043484684	261	440
AUG	0.25161290322580643	0.16952729124220292	0.33369851520940996	0.14851485148514854	0.10334490256064442	0.19368480040965264	155	505
AXO	0.2565591397849462	0.17335411215149996	0.33976416741839244	0.163302752293578	0.11605927948753979	0.21054622509961618	152	545
CHL	0.5809523809523809	0.401611743966815	0.7602930179379468	0.09676102819010683	0.057374763468833904	0.13614729291137975	31	651
FIS	0.3717514124293785	0.30241232772941673	0.44109049712934023	0.08732394366197184	0.04557137795680817	0.1290765093671355	296	355
FOX	0.27122507122507117	0.20596554761390373	0.3364845948362386	0.14367991845056066	0.1170941378981576	0.17026569900296373	133	543
GEN	0.39130434782608703	0.17201465202040805	0.6105940436317661	0.22508009153318076	0.1757035019348733	0.27445668113148824	115	573
KAN	0.13333333333333333	-0.09336246021941896	0.3600291268860856	0.35	0.23385296823074025	0.4661470317692597	16	100
STR	0.33333333333333337	0.26829710866036416	0.3983695580063026	0.21200000000000002	0.12548433779344564	0.2985156622065544	270	127
TET	0.27076181872929844	0.19645252961486323	0.3450711078437336	0.21636469900642902	0.1421809823089379	0.29054841570392015	406	291
TIO	0.23182795698924732	0.1346726730608761	0.32898324091761855	0.13394495412844037	0.09318979662094976	0.174700111635931	151	545
all	0.3061247396556782	0.2595946836313506	0.35265479568000585	0.16192056677114366	0.13595241317717763	0.1878887203651097	1986	4675
