Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8503739979037421	0.8438569292114263	0.856891066596058	8401
amikacin	0.7575135135135135	0.7055366286218624	0.8094903984051646	371
capreomycin	0.7589201877934272	0.6421069790894577	0.8757333964973967	357
ethambutol	0.892794794594826	0.8529198077462837	0.9326697814433683	1381
ethionamide	0.75	0.6258336001796234	0.8741663998203766	100
isoniazid	0.8138258108385633	0.795968370842941	0.8316832508341856	1719
kanamycin	0.8521636295221201	0.7959812941358893	0.908345964908351	264
moxifloxacin	0.9034782608695652	0.8543054717278349	0.9526510500112955	228
ofloxacin	0.7166666666666667	0.5581077136651151	0.8752256196682182	116
pyrazinamide	0.8766798418972332	0.8630613527069118	0.8902983310875547	1265
rifampin	0.8935119733220978	0.8778674588016577	0.9091564878425378	1709
streptomycin	0.8249998670112317	0.7834019639809919	0.8665977700414715	891
