Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.3714067996521139	0.3423753671655227	0.40043823213870505	0.10670863000795797	0.09249024449417811	0.12092701552173782	1532	6869
amikacin	0.36666666666666664	0.24180164060215864	0.49153169273117464	0.23728813559322032	0.1599633077733065	0.31461296341313416	79	295
capreomycin	0.4	0.2654945222608256	0.5345054777391745	0.15862068965517243	0.07245515190765453	0.24478622740269032	70	290
ethambutol	0.2570075757575757	0.19255386050106527	0.32146129101408616	0.10434122647237402	0.08696356089632509	0.12171889204842296	163	1217
ethionamide	0.4444444444444445	0.23930469888108435	0.6495841900078045	0.35757575757575755	0.24344989767585198	0.4717016174756631	42	56
isoniazid	0.5074963011671871	0.46210301799641174	0.5528895843379625	0.09970713300104192	0.08791190071960067	0.11150236528248317	394	1334
kanamycin	0.2909090909090909	0.1437334741173903	0.4380847077007915	0.14146341463414633	0.05742737158167453	0.2254994576866181	55	205
moxifloxacin	0.31904761904761897	0.10321434281459413	0.5348808952806439	0.08717948717948716	0.044464947099521035	0.1298940272594533	32	195
ofloxacin	0.38333333333333336	0.32665938494514524	0.4400072817215215	0.28484848484848485	0.16705990462797218	0.40263706506899755	60	56
pyrazinamide	0.2555555555555556	0.18463260761405936	0.3264785034970518	0.09434920634920635	0.06084029484218791	0.12785811785622478	137	1123
rifampin	0.35	0.29895490730380303	0.4010450926961969	0.06353890012426597	0.04535398659116699	0.08172381365736495	280	1432
streptomycin	0.3136363636363636	0.2072966259390952	0.419976101333632	0.11709123555156546	0.07519179583088753	0.1589906752722434	220	666
