Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.33751923190019706	0.31116197050569994	0.3638764932946942	0.1002654798788658	0.09211432652440285	0.10841663323332876	1529	6872
amikacin	0.24083333333333332	0.12466325880384901	0.3570034078628176	0.21449444769140852	0.15392174041383527	0.27506715496898176	79	294
capreomycin	0.1857142857142857	0.08459180164412322	0.28683676978444816	0.24519056261343014	0.14530294273152525	0.34507818249533506	70	289
ethambutol	0.24326735092864124	0.18427108379035206	0.3022636180669304	0.09687984888349187	0.08222434953030983	0.11153534823667391	160	1218
ethionamide	0.21944444444444447	0.15220975757863692	0.286679131310252	0.3242424242424242	0.14106821636201505	0.5074166321228334	41	58
isoniazid	0.47974725696244674	0.40191846793988	0.5575760459850134	0.08851951276816897	0.06603273236816537	0.11100629316817257	390	1333
kanamycin	0.2106060606060606	0.034575436521002534	0.38663668469111867	0.09709639953542393	-0.01860428946197916	0.21279708853282703	58	207
moxifloxacin	0.24285714285714283	0.13959652627122032	0.34611775944306533	0.09338731443994601	0.034233908639860706	0.15254072024003132	33	193
ofloxacin	0.31666666666666665	0.16319288891733455	0.4701404444159988	0.3454545454545454	0.26301971143536274	0.42788937947372807	60	58
pyrazinamide	0.21904761904761907	0.15435865596532494	0.2837365821299132	0.09688888888888889	0.07883738206982571	0.11494039570795206	137	1125
rifampin	0.34660173160173163	0.30992486868099073	0.38327859452247254	0.05451134231622036	0.04447932291428452	0.0645433617181562	280	1431
streptomycin	0.3752525252525253	0.29501763951604704	0.4554874109890035	0.08251752175554218	0.06114101342843405	0.1038940300826503	221	666
