Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.8809462915601023	0.8146239591731046	0.9472686239471	344
Ampicillin_Sulbactam	0.9493021746186303	0.9245781088479006	0.97402624038936	394
Aztreonam	0.7664092140921408	0.6805046932310443	0.8523137349532373	403
Cefazolin	0.9333333333333332	0.8882551633138158	0.9784115033528507	420
Cefepime	0.6788305045338292	0.6244062942208818	0.7332547148467766	339
Cefoxitin	0.796140350877193	0.7422254429728802	0.8500552587815059	378
Ceftazidime	0.9325301204819277	0.919149662143625	0.9459105788202304	415
Ceftriaxone	0.9394064061122538	0.877940867303088	1.0008719449214196	413
Cefuroxime_sodium	0.9266184884071063	0.9077987835118186	0.9454381933023939	409
Ciprofloxacin	0.9638554216867469	0.9215426972007187	1.006168146172775	416
Gentamicin	0.7851851851851852	0.7573383374530982	0.8130320329172722	405
Imipenem	0.7971201880693506	0.7259555726757189	0.8682848034629823	414
Levofloxacin	0.9736660929432015	0.9611903041183472	0.9861418817680558	418
Meropenem	0.8141523637458598	0.7662737629859873	0.8620309645057322	403
Nitrofurantoin	0.8912513842746401	0.8350812487553249	0.9474215197939554	211
Piperacillin_Tazobactam	0.8103896103896103	0.7625536277144939	0.8582255930647268	385
Tetracycline	0.6722000948316738	0.5985144137042021	0.7458857759591454	375
Tobramycin	0.8633370580253811	0.8205415767374654	0.9061325393132967	336
Trimethoprim_Sulfamethoxazole	0.6403644831426546	0.48376563285635515	0.7969633334289541	420
all	0.8437923328983071	0.8325409925291506	0.8550436732674637	7298
