Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.12380952380952379	-0.028950750411423642	0.2765697980304712	0.11879160266257041	0.05410544494257323	0.18347776038256758	32	312
Ampicillin_Sulbactam	0.049050949050949054	0.022890065910815972	0.07521183219108213	0.1	-0.1776445105197799	0.3776445105197799	387	7
Aztreonam	0.21821547574972233	0.13235306655344775	0.3040778849459969	0.3892857142857143	0.19573554848430733	0.5828358800871213	367	36
Cefazolin	0.06585365853658538	0.02222927701865713	0.10947804005451364	0.1	-0.17764451051977995	0.37764451051978	410	10
Cefepime	0.3620748299319728	0.29592516291751836	0.4282244969464273	0.21812865497076023	0.15380661568943244	0.282450694252088	243	96
Cefoxitin	0.18644897959183676	0.1365355794014716	0.23636237978220193	0.23646723646723644	0.14573352750915203	0.32720094542532085	247	131
Ceftazidime	0.065	0.04799781548354358	0.08200218451645643	0.13333333333333333	-0.09336246021941896	0.3600291268860856	400	15
Ceftriaxone	0.06172839506172839	-0.0005390494263039225	0.1239958395497607	0.0	0.0	0.0	405	8
Cefuroxime_sodium	0.06999999999999999	0.04646154139564448	0.0935384586043555	0.2	-0.3552890210395599	0.75528902103956	400	9
Ciprofloxacin	0.03836416747809153	-0.006732457230376451	0.08346079218655951	0.0	0.0	0.0	393	23
Gentamicin	0.11428571428571428	0.08920031334042616	0.1393711152310024	0.29130434782608694	0.23216631472536894	0.3504423809268049	175	230
Imipenem	0.33999999999999997	0.1868055196208845	0.4931944803791154	0.1251088534107402	0.06578362707507579	0.18443407974640463	150	264
Levofloxacin	0.021052631578947368	0.002424805566022703	0.03968045759187203	0.07857142857142857	-0.010946467036226842	0.16808932417908398	380	38
Meropenem	0.3438709677419355	0.24867663425258343	0.4390653012312875	0.09098039215686275	0.0475550697712813	0.1344057145424442	151	252
Nitrofurantoin	0.10662020905923346	0.05695184023493875	0.15628857788352818	0.2	-0.3552890210395599	0.75528902103956	206	5
Piperacillin_Tazobactam	0.1344262295081967	0.07268601021808385	0.19616644879830952	0.4	0.3305888723700551	0.46941112762994497	305	80
Tetracycline	0.20369747899159663	0.12042984993734474	0.2869651080458485	0.4365384615384615	0.31049211298503987	0.5625848100918831	176	199
Tobramycin	0.17965860597439548	0.1178163757815095	0.24150083616728146	0.08160919540229886	0.033063411774248784	0.13015497903034892	189	147
Trimethoprim_Sulfamethoxazole	0.3284938941655359	0.05146550000125549	0.6055222883298164	0.48235294117647054	0.15817140138999924	0.8065344809629418	335	85
all	0.1367849167164576	0.12062557077413806	0.15294426265877714	0.20955375803295961	0.1903445318648547	0.22876298420106453	5351	1947
