ALL	0.770229362393342	0.7528915091329331	0.787567215653751
Amikacin	0.8098596608265934	0.7225054332926235	0.8972138883605634
Ampicillin_Sulbactam	0.6590502623988113	0.6022835715672957	0.7158169532303268
Aztreonam	0.6293208443637777	0.5039971278239599	0.7546445609035954
Cefazolin	0.6695824800586487	0.5716556348854972	0.7675093252318003
Cefepime	0.5756565663578094	0.5035342832404629	0.6477788494751558
Cefoxitin	0.7253616886541998	0.6582777499878318	0.7924456273205678
Ceftazidime	0.6749236532448266	0.6102142258081465	0.7396330806815067
Ceftriaxone	0.6506668515661536	0.5741619644008686	0.7271717387314385
Cefuroxime_sodium	0.6075126882242617	0.5080423122527774	0.7069830641957461
Ciprofloxacin	0.886588026817766	0.8519467753188393	0.9212292783166928
Gentamicin	0.7504334189061087	0.7189777861308004	0.781889051681417
Imipenem	0.6540177203834894	0.627171603770266	0.6808638369967127
Levofloxacin	0.9183553962377491	0.8736504336669122	0.963060358808586
Meropenem	0.652053015486047	0.6023256412703569	0.7017803897017371
Nitrofurantoin	0.47694914409104944	0.4281262224652571	0.5257720657168418
Piperacillin_Tazobactam	0.7455337206053765	0.654412383409183	0.83665505780157
Tetracycline	0.6861751599000481	0.6187008933504965	0.7536494264495996
Tobramycin	0.8383772567193544	0.789196855061172	0.8875576583775368
Trimethoprim_Sulfamethoxazole	0.5650424645898898	0.48604825656643813	0.6440366726133415
