Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.9246376811594201	0.8836024702323977	0.9656728920864426	345
Ampicillin_Sulbactam	0.9363842908146707	0.925114502275417	0.9476540793539243	393
Aztreonam	0.8392300910960916	0.7239471172550663	0.9545130649371169	411
Cefazolin	0.919187675070028	0.8707143945111064	0.9676609556289495	421
Cefepime	0.5913959613696225	0.5116513882466078	0.6711405344926371	338
Cefoxitin	0.7665108225108226	0.7116736462785705	0.8213479987430746	377
Ceftazidime	0.902787456445993	0.8637482414808798	0.9418266714111062	412
Ceftriaxone	0.9296796943873054	0.8882298975381588	0.9711294912364519	412
Cefuroxime_sodium	0.9144835892803371	0.8718183624479034	0.9571488161127708	409
Ciprofloxacin	0.9688181296615032	0.955435301128801	0.9822009581942053	417
Gentamicin	0.7506172839506173	0.7192018028210901	0.7820327650801445	405
Imipenem	0.6545988833382309	0.6277507993434073	0.6814469673330545	414
Levofloxacin	0.9734939759036145	0.9571063281769095	0.9898816236303195	415
Meropenem	0.6534756097560976	0.6050288588597095	0.7019223606524858	404
Nitrofurantoin	0.8428571428571427	0.803193641354317	0.8825206443599685	210
Piperacillin_Tazobactam	0.825974025974026	0.7464832931698142	0.9054647587782378	385
Tetracycline	0.688	0.6211599712796172	0.7548400287203827	375
Tobramycin	0.8388059701492537	0.7890785951307857	0.8885333451677218	335
Trimethoprim_Sulfamethoxazole	0.6074013701866289	0.5268697703614421	0.6879329700118156	420
all	0.8184408536528116	0.8038042573960172	0.833077449909606	7298
