Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.9036158811350627	0.8610571256961977	0.9461746365739278	343
Ampicillin_Sulbactam	0.9570253164556961	0.9358354050249617	0.9782152278864306	396
Aztreonam	0.8112917795844625	0.7651491570855933	0.8574344020833318	408
Cefazolin	0.9309523809523809	0.9045100466171637	0.957394715287598	420
Cefepime	0.6539947322212468	0.5685331988757942	0.7394562655666994	338
Cefoxitin	0.7661403508771929	0.6939742109022169	0.8383064908521689	376
Ceftazidime	0.9201880693505731	0.8835127618079825	0.9568633768931636	414
Ceftriaxone	0.9519478611309349	0.9416688804364377	0.962226841825432	416
Cefuroxime_sodium	0.9387834989461006	0.8774822056934	1.0000847921988012	407
Ciprofloxacin	0.9562731763290093	0.913827049850998	0.9987193028070206	414
Gentamicin	0.7753568202348691	0.7535485094984609	0.7971651309712773	405
Imipenem	0.8055964460424192	0.742568560843783	0.8686243312410554	416
Levofloxacin	0.9641135972461274	0.9386648697080506	0.9895623247842043	417
Meropenem	0.8084567901234567	0.7765912407047324	0.840322339542181	402
Nitrofurantoin	0.9085946573751451	0.8595955124157371	0.9575938023345532	208
Piperacillin_Tazobactam	0.8213786213786214	0.7638531840389805	0.8789040587182623	386
Tetracycline	0.7056140350877194	0.6335028209604809	0.7777252492149578	377
Tobramycin	0.8621890547263682	0.8369445841491869	0.8874335253035495	334
Trimethoprim_Sulfamethoxazole	0.6461344537815126	0.586429815477859	0.7058390920851662	421
all	0.8472183049001474	0.8383971655447933	0.8560394442555015	7298
