Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.9012787723785166	0.8670485570659261	0.9355089876911071	344
Ampicillin_Sulbactam	0.8804933463161311	0.8288993047823537	0.9320873878499084	393
Aztreonam	0.768509485094851	0.582703054992278	0.9543159151974239	403
Cefazolin	0.9141135972461273	0.8805435735197242	0.9476836209725303	419
Cefepime	0.6176992276469315	0.5489566030830746	0.6864418522107885	340
Cefoxitin	0.7873551446183026	0.7500942852640954	0.8246160039725098	376
Ceftazidime	0.8710843373493976	0.7717596230434818	0.9704090516553134	412
Ceftriaxone	0.9397590361445782	0.8789920120056551	1.0005260602835013	415
Cefuroxime_sodium	0.8998193315266485	0.8286030936756762	0.9710355693776208	409
Ciprofloxacin	0.9518604032856164	0.9218351979199372	0.9818856086512956	416
Gentamicin	0.7831978319783197	0.7413188121151607	0.8250768518414787	406
Imipenem	0.6683682465051846	0.6125784290239836	0.7241580639863855	416
Levofloxacin	0.9665806081468732	0.9541791485518685	0.9789820677418779	419
Meropenem	0.7005066245106895	0.6355348427862917	0.7654784062350872	404
Nitrofurantoin	0.8803392485752101	0.8329833862970828	0.9276951108533373	209
Piperacillin_Tazobactam	0.8266067266067265	0.7659915163835054	0.8872219368299477	386
Tetracycline	0.7023157894736842	0.6442637982038112	0.7603677807435573	376
Tobramycin	0.8359858461702183	0.8053024237091345	0.8666692686313021	335
Trimethoprim_Sulfamethoxazole	0.7979383078532618	0.7293490796483116	0.866527536058212	420
all	0.8268021820162055	0.8030807742770161	0.8505235897553949	7298
