Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.23461538461538461	0.2146374878137775	0.2545932814169917	0.2882967607105538	0.27417883578711033	0.3024146856339973	260	437
AUG	0.23225806451612901	0.12111362047898892	0.3434025085532691	0.19231683168316832	0.07258166818818466	0.31205199517815196	155	504
AXO	0.18666666666666668	0.13947617410059085	0.2338571592327425	0.15039508232168783	0.10052909782190592	0.20026106682146974	150	545
CHL	0.16666666666666666	-0.040277333033961055	0.37361066636729434	0.1846233960134191	0.10481638910549906	0.2644304029213391	30	650
FIS	0.32005649717514123	0.2574149998374162	0.38269799451286624	0.1267605633802817	0.05256430706323231	0.20095681969733106	297	355
FOX	0.23703703703703702	0.18460315640806388	0.2894709176660102	0.15998980632008156	0.09795358844414896	0.22202602419601414	135	544
GEN	0.4	0.2501966189064634	0.5498033810935367	0.2338520213577422	0.1969735620573454	0.270730480658139	115	573
KAN	0.18333333333333332	-0.17807882471739536	0.544745491384062	0.36	0.211778391746669	0.508221608253331	16	100
STR	0.24565656565656563	0.1806703467278607	0.31064278458527056	0.24092307692307688	0.128838300586485	0.35300785325966877	273	129
TET	0.24613068352905748	0.15470794811326535	0.3375534189448496	0.2850379894798364	0.20566449658394248	0.3644114823757303	406	291
TIO	0.21806451612903227	0.1599951249984919	0.27613390725957265	0.14495412844036698	0.08891578686756738	0.20099247001316659	151	545
all	0.2545600826694416	0.22514186284463214	0.28397830249425104	0.19687900936168976	0.16612659201569338	0.22763142670768613	1988	4673
