Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8014525084275232	0.7698626178335235	0.833042399021523	8401
amikacin	0.8275675675675676	0.7848282296752613	0.8703069054598738	371
capreomycin	0.8267996870109545	0.7833126538435868	0.8702867201783222	358
ethambutol	0.8226102652644796	0.7809386675719858	0.8642818629569733	1381
ethionamide	0.7123809523809523	0.5994889059849531	0.8252729987769516	101
isoniazid	0.7315453417262333	0.7039848493369747	0.7591058341154919	1725
kanamycin	0.8515965166908565	0.8050716707203136	0.8981213626613993	263
moxifloxacin	0.89487922705314	0.8658859004327842	0.9238725536734959	228
ofloxacin	0.6554347826086957	0.5728419858033247	0.7380275794140667	116
pyrazinamide	0.8618783914470732	0.8160123132815709	0.9077444696125756	1259
rifampin	0.7984477522331375	0.7474921530380965	0.8494033514281785	1712
streptomycin	0.7937154827651877	0.7580913451715009	0.8293396203588744	887
