Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.20725689404934688	0.10053927950903913	0.31397450858965464	0.30216823406478577	0.20141914476827222	0.4029173233612993	261	437
AUG	0.1935483870967742	0.15349470973536236	0.23360206445818602	0.1826138613861386	0.14961338563198306	0.21561433714029415	155	504
AXO	0.19612903225806452	0.14687766506790242	0.24538039944822662	0.16894850647144227	0.12103526842108767	0.21686174452179688	153	545
CHL	0.22857142857142856	-0.010325952757694101	0.46746880990055123	0.1566647093364651	0.1116912583843901	0.2016381602885401	31	651
FIS	0.36570621468926556	0.3297334676508703	0.4016789617276608	0.10140845070422536	0.044202971348039244	0.15861393006041147	298	355
FOX	0.2182336182336182	0.1215619691321118	0.3149052673351246	0.1734454638124363	0.14062856250595954	0.20626236511891308	133	542
GEN	0.3739130434782608	0.29204014398485034	0.4557859429716713	0.29473684210526313	0.2126500270407051	0.37682365716982114	115	570
KAN	0.31666666666666665	0.05902346479876408	0.5743098685345692	0.42000000000000004	0.2770737404506486	0.5629262595493515	19	100
STR	0.2237710437710438	0.16259172299344943	0.28495036454863815	0.2593846153846154	0.12041064212658747	0.3983585886426433	273	127
TET	0.2641975308641975	0.14917755620765796	0.3792175055207371	0.20689655172413796	0.15231664692959793	0.26147645651867796	405	290
TIO	0.19075268817204302	0.11703264033685162	0.2644727360072344	0.1596330275229358	0.12134025491309977	0.1979258001327718	152	545
all	0.25316755364481736	0.22369184452188437	0.2826432627677503	0.2010524795947864	0.1688982896858719	0.2332066695037009	1995	4666
