Antibiotic	Acc	Conf_low	Conf_high	Count
AMP	0.7334429599177801	0.6633481782496495	0.8035377415859106	698
AUG	0.8148276659727042	0.7933900894335034	0.8362652425119049	659
AXO	0.8252174673634952	0.7952647962575095	0.855170138469481	698
CHL	0.8401137827393732	0.7888905624258056	0.8913370030529408	682
FIS	0.7779917792131533	0.7311956474485869	0.8247879109777198	653
FOX	0.8177846063798654	0.7843414040243738	0.851227808735357	675
GEN	0.691970802919708	0.6348651928887764	0.7490764129506396	685
KAN	0.5956521739130435	0.45415133603108326	0.7371530117950037	119
STR	0.7649820284419441	0.6934238333024881	0.8365402235814	400
TET	0.7597122302158275	0.688922686890138	0.8305017735415169	695
TIO	0.833535457348407	0.8032870707982989	0.863783843898515	697
all	0.7833648727497189	0.7639963298551471	0.8027334156442907	6661
