Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8384705107504036	0.8234782290390723	0.8534627924617348	8401
amikacin	0.74990990990991	0.6758333569824959	0.8239864628373241	372
capreomycin	0.765492957746479	0.6916247466799956	0.8393611688129623	358
ethambutol	0.8688680431690947	0.8365893481875583	0.9011467381506312	1380
ethionamide	0.6318045112781956	0.5461489394026271	0.7174600831537641	98
isoniazid	0.8039713145174959	0.7720242301661638	0.835918398868828	1724
kanamycin	0.8423076923076923	0.7349887385534316	0.949626646061953	260
moxifloxacin	0.8854106280193236	0.8723140956846179	0.8985071603540292	227
ofloxacin	0.6358695652173914	0.5513002298046408	0.7204389006301419	118
pyrazinamide	0.8684766923897358	0.85114408370926	0.8858093010702116	1262
rifampin	0.8809370892285754	0.8622151918059419	0.8996589866512089	1713
streptomycin	0.8368925738007871	0.8197335994753784	0.8540515481261958	889
