Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.31328659910564133	0.27717687025999593	0.3493963279512867	0.12775353154831476	0.1115467992805922	0.14396026381603733	1529	6872
amikacin	0.3875	0.2863167634557059	0.48868323654429413	0.21239041496201053	0.10918139133010339	0.31559943859391765	80	292
capreomycin	0.27912087912087913	0.16481885863884213	0.3934228996029161	0.2241379310344828	0.12487311880229665	0.32340274326666896	68	290
ethambutol	0.2375	0.1932589132193039	0.2817410867806961	0.11717777254597447	0.08415182327313289	0.15020372181881606	160	1220
ethionamide	0.2888888888888889	0.1902733235150788	0.387504454262699	0.43030303030303035	0.25705907933411953	0.6035469812719412	42	56
isoniazid	0.44628367413177533	0.38385906970133177	0.5087082785622189	0.12233674072822505	0.08989165950906897	0.15478182194738113	392	1332
kanamycin	0.21818181818181817	0.08948047481979321	0.34688316154384313	0.14146341463414633	0.03787452851349207	0.24505230075480058	55	205
moxifloxacin	0.17619047619047618	0.09909848644244254	0.2532824659385098	0.10364372469635627	0.10180813122629351	0.10547931816641903	34	193
ofloxacin	0.36666666666666664	0.24869043525147708	0.48464289808185623	0.3621212121212121	0.1931434164064101	0.5310990078360142	60	58
pyrazinamide	0.2060846560846561	0.14336685253132317	0.268802459637989	0.12252988481528307	0.10316996594214965	0.14188980368841647	136	1126
rifampin	0.26785714285714285	0.1751026219925384	0.3606116637217473	0.08997761171220735	0.07634966877350155	0.10360555465091315	280	1433
streptomycin	0.27505050505050505	0.23524897184840365	0.31485203825260644	0.12592301649646503	0.1038364121186474	0.14800962087428265	222	667
