Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.8843478260869565	0.8068391415653178	0.9618565106085952	346
Ampicillin_Sulbactam	0.9438818565400844	0.9257866710170927	0.9619770420630761	392
Aztreonam	0.8436645588678109	0.7244786505444567	0.9628504671911651	404
Cefazolin	0.930952380952381	0.9116793835153726	0.9502253783893894	420
Cefepime	0.6174555610693335	0.5357324990797823	0.6991786230588848	340
Cefoxitin	0.7994035087719298	0.7631858603017935	0.8356211572420661	379
Ceftazidime	0.9011726347900311	0.8382276988858456	0.9641175706942166	415
Ceftriaxone	0.9466059359388774	0.9103890166973324	0.9828228551804224	412
Cefuroxime_sodium	0.9168902439024389	0.860114653382135	0.9736658344227428	408
Ciprofloxacin	0.9543889845094664	0.9275565771145189	0.9812213919044139	417
Gentamicin	0.7635953026196929	0.7013606432373451	0.8258299620020406	406
Imipenem	0.6519354354861088	0.6049697493371227	0.6989011216350949	416
Levofloxacin	0.9638841078600114	0.9358492012187091	0.9919190145013138	416
Meropenem	0.6816162300511894	0.6095845468900577	0.7536479132123212	405
Nitrofurantoin	0.8619047619047621	0.8133270918577438	0.9104824319517804	210
Piperacillin_Tazobactam	0.7869297369297369	0.7077880503878354	0.8660714234716383	385
Tetracycline	0.6685405405405407	0.5804666354597181	0.7566144456213633	374
Tobramycin	0.8508247532391519	0.8141596297254351	0.8874898767528686	335
Trimethoprim_Sulfamethoxazole	0.6653757888697648	0.5212572177243605	0.8094943600151691	418
all	0.8237871689184748	0.8064443400254333	0.8411299978115163	7298
