Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.15238095238095237	-0.0654676175841738	0.37022952234607853	0.11111111111111112	0.02079334508777346	0.2014288771344488	31	315
Ampicillin_Sulbactam	0.05454545454545454	0.03688084725562969	0.0722100618352794	0.1	-0.1776445105197799	0.3776445105197799	385	7
Aztreonam	0.11991854868567198	0.00323913259428861	0.23659796477705536	0.525	0.2500243547970657	0.7999756452029343	368	36
Cefazolin	0.06829268292682926	0.045328333068921436	0.09125703278473708	0.1	-0.17764451051977995	0.37764451051978	410	10
Cefepime	0.4383401360544218	0.3069093873083586	0.569770884800485	0.23947368421052634	0.14117566149297583	0.33777170692807684	244	96
Cefoxitin	0.12497959183673468	0.05991091998769389	0.1900482636857755	0.3421652421652422	0.21802202473639049	0.4663084595940939	248	131
Ceftazidime	0.09750312548835757	0.034078529318855647	0.1609277216578595	0.13333333333333333	-0.09336246021941896	0.3600291268860856	400	15
Ceftriaxone	0.05432098765432099	0.017403421063081383	0.0912385542455606	0.0	0.0	0.0	405	7
Cefuroxime_sodium	0.08259493670886077	0.027213873245028622	0.1379760001726929	0.1	-0.1776445105197799	0.3776445105197799	399	9
Ciprofloxacin	0.04595910418695229	0.019271348994018278	0.0726468593798863	0.04	-0.07105780420791194	0.15105780420791196	392	25
Gentamicin	0.1427264239028945	0.0869450778115407	0.1985077699942483	0.3076780758556891	0.22410778670000753	0.3912483650113707	175	231
Imipenem	0.1053911753800519	0.04505567148537005	0.16572667927473375	0.4865048648067516	0.41769688491522766	0.5553128446982755	151	265
Levofloxacin	0.0289131920710868	0.0075624831555256775	0.05026390098664792	0.11428571428571428	-0.034121519097652805	0.26269294766908136	381	35
Meropenem	0.06666666666666667	0.037400365563830515	0.09593296776950282	0.46634690799396683	0.3525921904483651	0.5801016255395686	150	255
Nitrofurantoin	0.13472706155632982	0.07970641487821961	0.18974770823444004	0.5	-5.853102368216048	6.853102368216048	208	2
Piperacillin_Tazobactam	0.15737704918032785	0.07519668599952944	0.23955741236112627	0.4265196078431372	0.31428632077359153	0.5387528949126829	305	80
Tetracycline	0.14857142857142858	0.04698329744574961	0.25015955969710757	0.4925641025641026	0.37869954883867124	0.606428656289534	175	199
Tobramycin	0.2058321479374111	0.1194001959811289	0.2922640998936933	0.07517241379310344	0.04033586802345553	0.11000895956275134	189	146
Trimethoprim_Sulfamethoxazole	0.2967435549525102	0.021517051028161205	0.5719700588768593	0.4764705882352941	0.06621467504905404	0.8867265014215342	332	86
all	0.12152327672478655	0.08776398052248194	0.15528257292709116	0.32604259532927676	0.2830619028463852	0.3690232878121683	5348	1950
