Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.2961538461538461	0.25994083291637604	0.33236685939131616	0.3256792058516197	0.28475349895834345	0.3666049127448959	260	436
AUG	0.25806451612903225	0.11645338176047024	0.39967565049759424	0.23594758299359347	0.1645132380333078	0.30738192795387914	155	505
AXO	0.2	0.09861855908055749	0.3013814409194425	0.2601334445371143	0.2237580854808381	0.2965088035933905	150	546
CHL	0.26666666666666666	0.030714203836287535	0.5026191294970458	0.229747504403993	0.17789361422317207	0.2816013945848139	30	653
FIS	0.3476271186440678	0.26639037653465103	0.4288638607534846	0.1679186228482003	0.10959479174289566	0.22624245395350495	296	357
FOX	0.2507122507122507	0.14909747908744536	0.352327022337056	0.26151885830784916	0.22311068678028795	0.29992702983541036	132	543
GEN	0.34456521739130436	0.2387672789288261	0.4503631558537826	0.24836003051106026	0.18787689096637136	0.3088431700557491	116	572
KAN	0.06666666666666667	-0.11842967367985326	0.2517630070131866	0.4057142857142857	0.3062782750644443	0.505150296364127	16	101
STR	0.24572390572390573	0.15221454705886955	0.3392332643889419	0.2784615384615384	0.18309229975113706	0.3738307771719398	273	129
TET	0.21970791930141523	0.15660604239415574	0.28280979620867475	0.27241379310344827	0.21910830306181325	0.3257192831450833	405	290
TIO	0.24666666666666667	0.11064919053501529	0.3826841427983181	0.22705587989991657	0.1643454684406192	0.28976629135921395	150	546
all	0.26473113730369785	0.22147244687189524	0.3079898277355005	0.2515971936560172	0.2281978923677147	0.27499649494431966	1983	4678
