Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.08571428571428572	-0.07293972029701706	0.2443682917255885	0.11884280593958012	0.0658856722770141	0.17179993960214612	35	312
Ampicillin_Sulbactam	0.05454545454545455	0.028048543610717267	0.08104236548019184	0.1	-0.1776445105197799	0.3776445105197799	385	8
Aztreonam	0.20496112550907072	0.15090068206438986	0.25902156895375156	0.49285714285714277	0.2839166836273799	0.7017976020869057	366	38
Cefazolin	0.04393255043661548	0.012591466702284122	0.07527363417094685	0.1	-0.1776445105197799	0.3776445105197799	409	11
Cefepime	0.366156462585034	0.32244686214377827	0.4098660630262897	0.31871345029239767	0.20787614995271037	0.429550750632085	243	94
Cefoxitin	0.07248979591836735	0.03512095019450859	0.10985864164222611	0.48461538461538467	0.3696029656195997	0.5996278036111696	248	130
Ceftazidime	0.07848101265822785	0.010514059606845483	0.14644796570961022	0.13333333333333333	-0.09336246021941896	0.3600291268860856	395	15
Ceftriaxone	0.05669978922011443	0.03902439457533263	0.07437518386489622	0.1	-0.17764451051977995	0.37764451051978	406	10
Cefuroxime_sodium	0.047594936708860766	-0.010861222961320728	0.10605109637904225	0.2	-0.3552890210395598	0.7552890210395597	398	9
Ciprofloxacin	0.030639402791301524	0.01642134176376507	0.04485746381883798	0.08	-0.05601747613165141	0.2160174761316514	392	25
Gentamicin	0.17142857142857143	0.06500022872539146	0.2778569141317514	0.28070716414842223	0.18473495974617304	0.3766793685506714	175	231
Imipenem	0.2311827956989247	0.14302425652753414	0.31934133487031524	0.27373004354136427	0.19642316857601935	0.35103691850670915	151	263
Levofloxacin	0.036775575301891086	0.01918705116046601	0.05436409944331616	0.11428571428571428	-0.034121519097652805	0.26269294766908136	380	36
Meropenem	0.23096774193548386	0.13156878502813135	0.33036669884283637	0.21380392156862746	0.12837465419407645	0.29923318894317846	152	253
Nitrofurantoin	0.09268292682926829	0.053196785738812036	0.13216906791972455	0.2	-0.3552890210395598	0.7552890210395597	205	5
Piperacillin_Tazobactam	0.10491803278688525	0.027944348763739704	0.1818917168100308	0.4375	0.29231621028842536	0.5826837897115746	305	80
Tetracycline	0.2331746031746032	0.16849289627157762	0.2978563100776288	0.375	0.24890842491173454	0.5010915750882654	176	200
Tobramycin	0.21194879089615934	0.1132309637236005	0.3106666180687182	0.08206896551724138	0.059738871935052326	0.10439905909943044	188	146
Trimethoprim_Sulfamethoxazole	0.2844414292175486	0.2450561533508917	0.3238267050842055	0.35947712418300654	0.2822203326467345	0.43673391571927855	334	89
all	0.12165215461988581	0.11511406292727629	0.12819024631249534	0.2599245652066828	0.22128611870156029	0.29856301171180527	5343	1955
