Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.28763624462847553	0.16871112891201817	0.4065613603449329	0.2601619644723093	0.22236030849575517	0.2979636204488635	261	438
AUG	0.24516129032258066	0.14462735803062232	0.345695222614539	0.19653465346534654	0.14680590320951345	0.24626340372117964	155	504
AXO	0.23634408602150536	0.12553534650075737	0.34715282554225335	0.19475025484199798	0.14283077134026237	0.2466697383437336	152	544
CHL	0.47619047619047616	0.12452234093900166	0.8278586114419506	0.2212024380140837	0.08776226469178339	0.35464261133638403	31	650
FIS	0.31440677966101693	0.21461567810078575	0.4141978812212481	0.1932316118935837	0.1363807645330606	0.2500824592541068	299	357
FOX	0.24985754985754988	0.22763875617050822	0.27207634354459154	0.1886923191733275	0.13929977666070045	0.23808486168595452	132	541
GEN	0.3391304347826086	0.189327053689072	0.48893381587614526	0.2842562929061785	0.19862160083160874	0.36989098498074824	115	573
KAN	0.26666666666666666	0.04234471647184118	0.49098861686149214	0.38	0.2858461655825779	0.4741538344174221	19	100
STR	0.26855218855218854	0.18380656184131813	0.3532978152630589	0.24123076923076922	0.13201678172495382	0.3504447567365846	272	129
TET	0.2821604938271605	0.2551483773302956	0.30917261032402543	0.22682641729982467	0.13417219833691763	0.3194806362627317	404	291
TIO	0.24666666666666667	0.16084102440236395	0.33249230893096937	0.17832144070676184	0.14848025626469746	0.20816262514882622	150	544
all	0.2809208225335001	0.25854337011084555	0.30329827495615463	0.22031452366646148	0.19496345402801815	0.2456655933049048	1990	4671
