Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.977","SPA0924","VBISalEnt134188_0977","PATRIC.295319.15.NC_006511.CDS.1001860.1002408.fwd","PATRIC","CDS",1001860,1002408,549,"+","FIG00001550","PLF_590_00001875","PGF_03295678","YP_150215.1",182,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)","GO:0008444|CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity"
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.978","SPA0928","VBISalEnt134188_0978","PATRIC.295319.15.NC_006511.CDS.1003157.1003441.fwd","PATRIC","CDS",1003157,1003441,285,"+","FIG00920505","PLF_590_00006864","PGF_03309200","YP_150216.1",94,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.979","SPA0929","VBISalEnt134188_0979","PATRIC.295319.15.NC_006511.CDS.1003658.1005094.fwd","PATRIC","CDS",1003658,1005094,1437,"+","FIG01200701","PLF_590_00000740","PGF_08225224","YP_150217.1",478,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.980","SPA0930","VBISalEnt134188_0980","PATRIC.295319.15.NC_006511.CDS.1005307.1005633.fwd","PATRIC","CDS",1005307,1005633,327,"+","FIG01353037","PLF_590_00003850","PGF_03307996","YP_150218.1",108,,"Uncharacterized protein STM1939",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.981","SPA0931","VBISalEnt134188_0981","PATRIC.295319.15.NC_006511.CDS.1005872.1006537.fwd","PATRIC","CDS",1005872,1006537,666,"+","FIG00637941","PLF_590_00000180","PGF_00065489","YP_150219.1",221,"yecA","Uncharacterized protein YecA",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.982","SPA0932","VBISalEnt134188_0982","PATRIC.295319.15.NC_006511.CDS.1006612.1007880.rev","PATRIC","CDS",1006612,1007880,1269,"-","FIG00004484","PLF_590_00001513","PGF_03868166","YP_150220.1",422,"tyrP","Tyrosine-specific transport protein",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.94","SPA0088","VBISalEnt134188_0094","PATRIC.295319.15.NC_006511.CDS.100735.101214.fwd","PATRIC","CDS",100735,101214,480,"+","FIG00000048","PLF_590_00002838","PGF_09348764","YP_149433.1",159,"folA","Dihydrofolate reductase (EC 1.5.1.3)","GO:0004146|dihydrofolate reductase activity"
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.983","SPA0933","VBISalEnt134188_0983","PATRIC.295319.15.NC_006511.CDS.1008050.1008289.fwd","PATRIC","CDS",1008050,1008289,240,"+","FIG00510025","PLF_590_00003443","PGF_00065491","YP_150221.1",79,"yecH","Uncharacterized protein YecH",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.984","SPA0934","VBISalEnt134188_0984","PATRIC.295319.15.NC_006511.CDS.1008335.1008832.rev","PATRIC","CDS",1008335,1008832,498,"-","FIG00554143","PLF_590_00002273","PGF_06077968","YP_150222.1",165,"ftnA","Bacterial non-heme ferritin (EC 1.16.3.2)",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.985","SPA0935","VBISalEnt134188_0985","PATRIC.295319.15.NC_006511.CDS.1009072.1009407.rev","PATRIC","CDS",1009072,1009407,336,"-","FIG00638266","PLF_590_00002066","PGF_03301822","YP_150223.1",111,,"Putative outer membrane lipoprotein",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.9","SPA0010","VBISalEnt134188_0009","PATRIC.295319.15.NC_006511.CDS.10091.10804.rev","PATRIC","CDS",10091,10804,714,"-","FIG00553873","PLF_590_00001613","PGF_00064226","YP_149360.1",237,"htgA","UPF0174 protein YaaW",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.986","SPA0936","VBISalEnt134188_0986","PATRIC.295319.15.NC_006511.CDS.1009738.1010082.rev","PATRIC","CDS",1009738,1010082,345,"-","FIG00004237","PLF_590_00002845","PGF_06077968","YP_150224.1",114,"yecI","Bacterial non-heme ferritin (EC 1.16.3.2)",
"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150","295319.15","NC_006511","fig|295319.15.peg.987",,"VBISalEnt134188_0987","PATRIC.295319.15.NC_006511.CDS.1010462.1010599.rev","PATRIC","CDS",1010462,1010599,138,"-",,"PLF_590_00008563","PGF_03309997",,45,,"hypothetical protein",
