Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.977","STM0927","VBISalEnt20916_0977","PATRIC.99287.12.NC_003197.CDS.1001442.1002017.fwd","PATRIC","CDS",1001442,1002017,576,"+","FIG01304225","PLF_590_00000012","PGF_10529284","NP_459904.1",191,,"Phage tail fiber, tail fiber assembly protein Tfa",
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.978","STM0928","VBISalEnt20916_0978","PATRIC.99287.12.NC_003197.CDS.1002088.1003236.rev","PATRIC","CDS",1002088,1003236,1149,"-","FIG00036224","PLF_590_00014201","PGF_02756458","NP_459905.1",382,"nanH","Sialidase (EC 3.2.1.18)","GO:0004308|exo-alpha-sialidase activity"
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.979",,"VBISalEnt20916_0979","PATRIC.99287.12.NC_003197.CDS.1003888.1004004.fwd","PATRIC","CDS",1003888,1004004,117,"+",,"PLF_590_00019426","PGF_03301544",,38,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.980",,"VBISalEnt20916_0980","PATRIC.99287.12.NC_003197.CDS.1004829.1004966.fwd","PATRIC","CDS",1004829,1004966,138,"+",,"PLF_590_00015851","PGF_03299218",,45,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.981","STM0930","VBISalEnt20916_0981","PATRIC.99287.12.NC_003197.CDS.1005367.1005690.fwd","PATRIC","CDS",1005367,1005690,324,"+","FIG00626095","PLF_590_00000025","PGF_00064218","NP_459907.1",107,"orfB","UPF0145 protein YbjQ",
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.982","STM0931","VBISalEnt20916_0982","PATRIC.99287.12.NC_003197.CDS.1005687.1006517.fwd","PATRIC","CDS",1005687,1006517,831,"+","FIG00001385","PLF_590_00001065","PGF_00023883","NP_459908.1",276,"ybjR","N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) @ 1,6-anhydro-N-acetylmuramyl-L-alanine amidase","GO:0008745|N-acetylmuramoyl-L-alanine amidase activity"
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.983","STM0932","VBISalEnt20916_0983","PATRIC.99287.12.NC_003197.CDS.1006514.1007527.rev","PATRIC","CDS",1006514,1007527,1014,"-","FIG00509921","PLF_590_00000610","PGF_00064594","NP_459909.1",337,,"Uncharacterized NAD(P)-dependent epimerase/dehydratase family protein YbjS",
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.984","STM0933","VBISalEnt20916_0984","PATRIC.99287.12.NC_003197.CDS.1007623.1009056.rev","PATRIC","CDS",1007623,1009056,1434,"-","FIG00638860","PLF_590_00000346","PGF_01059655","NP_459910.1",477,"ybjT","Uncharacterized protein YbjT",
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.90","STM0087","VBISalEnt20916_0090","PATRIC.99287.12.NC_003197.CDS.100839.101318.fwd","PATRIC","CDS",100839,101318,480,"+","FIG00000048","PLF_590_00002838","PGF_09348764","NP_459092.1",159,"folA","Dihydrofolate reductase (EC 1.5.1.3)","GO:0004146|dihydrofolate reductase activity"
"Salmonella enterica subsp. enterica serovar Typhimurium str. LT2","99287.12","NC_003197","fig|99287.12.peg.985","STM0934","VBISalEnt20916_0985","PATRIC.99287.12.NC_003197.CDS.1009067.1010068.rev","PATRIC","CDS",1009067,1010068,1002,"-","FIG00000679","PLF_590_00001917","PGF_08929609","NP_459911.1",333,"ltaA","Low-specificity L-threonine aldolase (EC 4.1.2.48)",
