Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.22","STM14_5541","VBISalEnt101322_0022","PATRIC.588858.6.CP001362.CDS.10247.10939.rev","PATRIC","CDS",10247,10939,693,"-","FIG00059338","PLF_590_00005136","PGF_08225224","ACY86451.1",230,"pefD","hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.23","STM14_5542","VBISalEnt101322_0023","PATRIC.588858.6.CP001362.CDS.10932.13340.rev","PATRIC","CDS",10932,13340,2409,"-","FIG00069535","PLF_590_00005139","PGF_08225224","ACY86452.1",802,"pefC","hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.4","STM14_5528","VBISalEnt101322_0004","PATRIC.588858.6.CP001362.CDS.1333.1599.fwd","PATRIC","CDS",1333,1599,267,"+","FIG01342770","PLF_590_00006662","PGF_03309118","ACY86438.1",88,"repC","DNA replication protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.24",,"VBISalEnt101322_0024","PATRIC.588858.6.CP001362.CDS.13424.13540.fwd","PATRIC","CDS",13424,13540,117,"+","FIG01047258","PLF_590_00006918","PGF_03309229",,38,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.25","STM14_5543","VBISalEnt101322_0025","PATRIC.588858.6.CP001362.CDS.13568.14086.rev","PATRIC","CDS",13568,14086,519,"-","FIG00075634","PLF_590_00005147","PGF_08225224","ACY86453.1",172,"pefA","hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.26",,"VBISalEnt101322_0026","PATRIC.588858.6.CP001362.CDS.14099.14218.fwd","PATRIC","CDS",14099,14218,120,"+","FIG00638284","PLF_590_00007156","PGF_03309317",,39,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.27","STM14_5544","VBISalEnt101322_0027","PATRIC.588858.6.CP001362.CDS.14361.14663.rev","PATRIC","CDS",14361,14663,303,"-","FIG01577322","PLF_590_00005149","PGF_01650845","ACY86454.1",100,"pefB","hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.28","STM14_5545","VBISalEnt101322_0028","PATRIC.588858.6.CP001362.CDS.15554.15763.fwd","PATRIC","CDS",15554,15763,210,"+","FIG01636380","PLF_590_00078024","PGF_08301718","ACY86455.1",69,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.29",,"VBISalEnt101322_0029","PATRIC.588858.6.CP001362.CDS.16194.16376.fwd","PATRIC","CDS",16194,16376,183,"+","FIG01859200","PLF_590_00006199","PGF_00047661",,60,,"Resolvase",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.30","STM14_5546","VBISalEnt101322_0030","PATRIC.588858.6.CP001362.CDS.16635.17624.rev","PATRIC","CDS",16635,17624,990,"-","FIG01321799","PLF_590_00005036","PGF_09250188","ACY86456.1",329,"repA2","RepFIB replication protein A",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.31",,"VBISalEnt101322_0031","PATRIC.588858.6.CP001362.CDS.18534.18647.fwd","PATRIC","CDS",18534,18647,114,"+","FIG01472570","PLF_590_00059672","PGF_03309197",,37,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.32","STM14_5549","VBISalEnt101322_0032","PATRIC.588858.6.CP001362.CDS.18898.19386.rev","PATRIC","CDS",18898,19386,489,"-","FIG01047633","PLF_590_00077554","PGF_00042973","ACY86459.1",162,,"Putative periplasmic protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.5","STM14_5531","VBISalEnt101322_0005","PATRIC.588858.6.CP001362.CDS.1907.2788.fwd","PATRIC","CDS",1907,2788,882,"+","FIG01369163","PLF_590_00004910","PGF_05971953","ACY86441.1",293,"repA","DNA replication protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.33",,"VBISalEnt101322_0033","PATRIC.588858.6.CP001362.CDS.19640.19768.rev","PATRIC","CDS",19640,19768,129,"-","FIG01049026","PLF_590_00005140","PGF_03308558",,42,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.34","STM14_5550","VBISalEnt101322_0034","PATRIC.588858.6.CP001362.CDS.20095.20313.fwd","PATRIC","CDS",20095,20313,219,"+","FIG00017901","PLF_590_00004810","PGF_00416838","ACY86460.1",72,"ccdA","CcdA protein (antitoxin to CcdB)",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.35","STM14_5551","VBISalEnt101322_0035","PATRIC.588858.6.CP001362.CDS.20315.20620.fwd","PATRIC","CDS",20315,20620,306,"+","FIG00016353","PLF_590_00060287","PGF_00416841","ACY86461.1",101,"ccdB","CcdB toxin protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.36","STM14_5552","VBISalEnt101322_0036","PATRIC.588858.6.CP001362.CDS.20622.20912.fwd","PATRIC","CDS",20622,20912,291,"+","FIG01308092","PLF_590_00005063","PGF_08225224","ACY86462.1",96,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.37","STM14_5553","VBISalEnt101322_0037","PATRIC.588858.6.CP001362.CDS.20909.21430.fwd","PATRIC","CDS",20909,21430,522,"+","FIG01308092","PLF_590_00004879","PGF_08225224","ACY86463.1",173,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.38","STM14_5554","VBISalEnt101322_0038","PATRIC.588858.6.CP001362.CDS.21465.22247.fwd","PATRIC","CDS",21465,22247,783,"+","FIG00638247","PLF_590_00004469","PGF_00047661","ACY86464.1",260,"rsdB","Resolvase",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.39","STM14_5555","VBISalEnt101322_0039","PATRIC.588858.6.CP001362.CDS.22256.22807.fwd","PATRIC","CDS",22256,22807,552,"+","FIG01323897","PLF_590_00005240","PGF_03309914","ACY86465.1",183,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.40",,"VBISalEnt101322_0040","PATRIC.588858.6.CP001362.CDS.23009.23395.rev","PATRIC","CDS",23009,23395,387,"-",,"PLF_590_00006786","PGF_03309172",,128,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","588858.6","CP001362","fig|588858.6.peg.41","STM14_5556","VBISalEnt101322_0041","PATRIC.588858.6.CP001362.CDS.23476.23961.fwd","PATRIC","CDS",23476,23961,486,"+","FIG00920505","PLF_590_00005231","PGF_03308598","ACY86466.1",161,,"Putative inner membrane protein",
