Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.27989840348330913	0.18407411264284057	0.3757226943237777	0.19397549692977822	0.14652418001369372	0.24142681384586273	261	438
AUG	0.24516129032258066	0.19142364312520393	0.2988989375199574	0.16624538924480686	0.106312603817089	0.2261781746725247	155	505
AXO	0.1978494623655914	0.10041295200721345	0.29528597272396934	0.1647372810675563	0.12389469689483962	0.205579865240273	152	546
CHL	0.4	0.16404753716962095	0.6359524628303791	0.21970640046975926	0.15240504023728868	0.28700776070222983	30	651
FIS	0.32446327683615817	0.24424915357396063	0.40467740009835573	0.13165101721439748	0.07181719242659504	0.19148484200219992	296	357
FOX	0.22763532763532765	0.151636594961888	0.3036340603087673	0.1510023785253143	0.1142729602372376	0.18773179681339103	132	543
GEN	0.49565217391304356	0.32239354815874266	0.6689107996673445	0.22275085559223182	0.16354190351103617	0.28195980767342743	115	570
KAN	0.13333333333333333	-0.2368593473597065	0.5035260140263732	0.4461904761904762	0.3113183696433355	0.5810625827376169	17	101
STR	0.3211447811447812	0.26242927040025155	0.3798602918893108	0.18984615384615383	0.08023029045881871	0.299462017233489	271	127
TET	0.21153267088226438	0.12535010386973092	0.2977152378947978	0.2225014611338399	0.17331146911822426	0.27169145314945553	406	292
TIO	0.2	0.09861855908055746	0.3013814409194426	0.1574979149291076	0.1483854907737245	0.16661033908449072	150	546
all	0.27251076670562535	0.2427729005411081	0.30224863287014264	0.1877721952182354	0.17511645214767593	0.20042793828879488	1985	4676
