Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.36791305630910165	0.315898577589494	0.4199275350287093	0.10250567322942335	0.08732990386540934	0.11768144259343735	1533	6868
amikacin	0.20583333333333337	0.13626812975879793	0.2753985369078688	0.2979544126241963	0.24014278003770906	0.35576604521068356	78	292
capreomycin	0.32417582417582413	0.18254057983221392	0.4658110685194343	0.23103448275862068	0.164016842288329	0.2980521232289124	68	290
ethambutol	0.24762341153470188	0.1374375349219282	0.3578092881474756	0.07478580584227215	0.059635854436945565	0.08993575724759874	161	1217
ethionamide	0.4083333333333334	0.16093641943830617	0.6557302472283606	0.33939393939393936	0.19270007714126836	0.48608780164661036	44	56
isoniazid	0.49876789876789884	0.4206755693670426	0.5768602281687552	0.08796992481203006	0.06291929228392962	0.1130205573401305	389	1330
kanamycin	0.3106060606060606	0.11668515848027022	0.5045269627318509	0.14471544715447154	0.052153514148185365	0.23727738016075772	58	207
moxifloxacin	0.22857142857142856	0.1314160884773919	0.32572676866546524	0.06747638326585695	0.02405447659617336	0.11089828993554054	35	193
ofloxacin	0.35	0.2150890179409411	0.48491098205905886	0.3575757575757576	0.19705698021634088	0.5180945349351743	60	56
pyrazinamide	0.2587301587301587	0.21271914618503263	0.3047411712752848	0.10933333333333332	0.09857578343480412	0.12009088323186252	139	1125
rifampin	0.356993746993747	0.28091105450153175	0.4330764394859622	0.05720620842572062	0.04276008278136921	0.07165233407007203	277	1433
streptomycin	0.41	0.2616981548500582	0.5583018451499417	0.08222421725956683	0.06358395618722426	0.1008644783319094	224	669
