Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8490649698308831	0.8352788723777577	0.8628510672840085	8401
amikacin	0.7216216216216217	0.6732810907504039	0.7699621524928395	370
capreomycin	0.7514475743348983	0.6995972108645702	0.8032979378052264	358
ethambutol	0.9049286051375172	0.8931491467731996	0.9167080635018348	1378
ethionamide	0.63	0.574471097896044	0.685528902103956	100
isoniazid	0.8190640043392772	0.7953297631272107	0.8427982455513436	1719
kanamycin	0.819131322904908	0.7590956511349323	0.8791669946748837	265
moxifloxacin	0.9078260869565217	0.8674395901265514	0.948212583786492	228
ofloxacin	0.6467391304347826	0.5082781782382214	0.7852000826313438	116
pyrazinamide	0.8742204655248134	0.8607877491644742	0.8876531818851525	1264
rifampin	0.894183800715106	0.8738970981683751	0.9144705032618368	1710
streptomycin	0.8354026740317619	0.8058282559486389	0.8649770921148849	893
