Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.25619966419078516	0.12785568286470692	0.3845436455168634	0.20775862068965517	0.15280008644390566	0.2627171549354047	261	438
AUG	0.14193548387096772	0.01654764041042195	0.2673233273315135	0.16237623762376235	0.09697651099088858	0.22777596425663613	155	505
AXO	0.12408602150537633	0.07117068201728152	0.17700136099347114	0.17293577981651378	0.11134046085474722	0.23453109877828035	153	544
CHL	0.25238095238095243	0.10076926794498503	0.4039926368169198	0.1430769230769231	0.10111654514077331	0.1850373010130729	31	650
FIS	0.29491525423728815	0.2112624275118567	0.3785680809627196	0.1656885758998435	0.14358006458126626	0.18779708721842076	295	356
FOX	0.1566951566951567	0.07456713622751883	0.2388231771627946	0.14711179068977237	0.10259762569059416	0.19162595568895058	134	544
GEN	0.40869565217391307	0.2628351571771017	0.5545561471707244	0.20526315789473681	0.1738842168028937	0.23664209898657992	115	570
KAN	0.1	-0.07002184516456425	0.2700218451645643	0.37666666666666665	0.29059189284127596	0.46274144049205734	17	101
STR	0.22962962962962963	0.1792527866179069	0.28000647264135237	0.21784615384615388	0.10889811599594074	0.32679419169636703	270	129
TET	0.28641975308641976	0.2035853979030454	0.3692541082697941	0.21297486849795438	0.14657061148724732	0.27937912550866145	405	291
TIO	0.14559139784946235	0.06536952695766461	0.22581326874126006	0.16672782874617736	0.11396532229265749	0.21949033519969724	151	546
all	0.23806500379668488	0.20671106046753235	0.2694189471258374	0.17864451876796	0.16872904323798257	0.18855999429793743	1987	4674
