Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.2923076923076923	0.19921351049349728	0.38540187412188737	0.2238244514106583	0.1450530245911698	0.3025958782301468	260	438
AUG	0.3032258064516129	0.2251468152526106	0.3813047976506152	0.11683168316831682	0.09017957027388213	0.14348379606275152	155	505
AXO	0.28494623655913975	0.2280349237167233	0.3418575494015562	0.11743119266055047	0.0801689079423008	0.15469347737880013	151	545
CHL	0.35238095238095235	0.19678629409723	0.5079756106646747	0.1271873165002936	0.07086414384250359	0.18351048915808363	31	652
FIS	0.3255367231638418	0.2733060303664606	0.377767415961223	0.1211267605633803	0.10548481630874482	0.13676870481801578	298	355
FOX	0.30968660968660966	0.219397053814369	0.3999761655588503	0.11782195039075774	0.09203828865501767	0.1436056121264978	132	543
GEN	0.3913043478260869	0.21225506096806887	0.5703536346841049	0.2140350877192982	0.12772152173446638	0.30034865370413	115	570
KAN	0.2833333333333333	-0.014766607039176316	0.581433273705843	0.33999999999999997	0.2379868929012614	0.44201310709873853	19	100
STR	0.30013468013468014	0.24551500225643003	0.35475435801293026	0.22584615384615386	0.11081469988722933	0.34087760780507836	273	129
TET	0.2720987654320987	0.20544236351119788	0.33875516735299954	0.1896551724137931	0.13721649607615038	0.2420938487514358	404	290
TIO	0.2733333333333333	0.20532459526750763	0.341342071399159	0.11920520186575234	0.07631326995076385	0.16209713378074084	150	546
all	0.3007533153879029	0.2626420825675604	0.3388645482082454	0.1532213980672727	0.13181284977750393	0.17462994635704146	1988	4673
