Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.1874455732946299	0.09295552736650532	0.2819356192227545	0.2654127481713689	0.23073901131293195	0.30008648502980584	261	437
AUG	0.2193548387096774	0.16713123275133202	0.2715784446680228	0.16061968549796157	0.08884729977498904	0.2323920712209341	155	505
AXO	0.27139784946236556	0.17792210466684552	0.36487359425788557	0.1502418682235196	0.08332887752844505	0.21715485891859415	151	546
CHL	0.3	-0.04004369032912847	0.6400436903291284	0.17624192601291838	0.09445645577764383	0.25802739624819293	30	653
FIS	0.28135593220338984	0.22449506127242946	0.3382168031343502	0.16298904538341158	0.1052117781901779	0.22076631257664525	295	356
FOX	0.241025641025641	0.12707214610527698	0.35497913594600505	0.1702418682235196	0.12228898595276289	0.21819475049427633	133	546
GEN	0.4	0.24540936567831464	0.5545906343216854	0.2415865751334859	0.1605386370540649	0.32263451321290687	115	571
KAN	0.16666666666666666	-0.026911719615432872	0.3602450529487662	0.45	0.3258336001796233	0.5741663998203768	17	100
STR	0.298047138047138	0.25132676989456965	0.34476750619970636	0.20646153846153847	0.15145423204003983	0.2614688448830371	272	126
TET	0.20230803974706416	0.10611915365714573	0.29849692583698256	0.2655172413793103	0.18042212453792322	0.3506123582206974	406	290
TIO	0.2653763440860215	0.1756376315558445	0.3551150566161985	0.1559633027522936	0.1096911651052237	0.20223544039936348	151	545
all	0.2517784454419772	0.23198925418938243	0.27156763669457196	0.19592639456665153	0.17451829495729929	0.21733449417600378	1986	4675
