Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.06190476190476191	-0.04386457543610661	0.16767409924563043	0.13216405194194722	0.08055755535007258	0.18377054853382185	33	310
Ampicillin_Sulbactam	0.05724538619275462	0.030394214407078436	0.0840965579784308	0.1	-0.17764451051977995	0.37764451051978	384	10
Aztreonam	0.17238059977786008	-0.060258122937940195	0.40501932249366035	0.6392857142857142	0.46371590700023413	0.8148555215711943	366	39
Cefazolin	0.08075880758807588	0.05712622034518497	0.1043913948309668	0.1	-0.1776445105197799	0.3776445105197799	409	10
Cefepime	0.47100340136054425	0.38991644631191996	0.5520903564091686	0.29315789473684206	0.1799765313374177	0.4063392581362664	244	96
Cefoxitin	0.16734693877551018	0.09935236477066614	0.23534151278035423	0.38461538461538464	0.27261691566191704	0.49661385356885224	245	130
Ceftazidime	0.062626582278481	0.02313172298787372	0.10212144156908828	0.1833333333333333	-0.02872116429097571	0.3953878309576423	399	16
Ceftriaxone	0.06429012345679011	0.03496754685891993	0.0936127000546603	0.0	0.0	0.0	404	8
Cefuroxime_sodium	0.07018987341772152	0.04192520740179469	0.09845453943364836	0.1	-0.1776445105197799	0.3776445105197799	399	9
Ciprofloxacin	0.03576760791950665	0.00975547690423213	0.06177973893478117	0.08	-0.05601747613165141	0.2160174761316514	391	25
Gentamicin	0.12542483660130718	0.026962102312053995	0.22388757089056038	0.2680378250591017	0.22814362049218603	0.3079320296260173	175	231
Imipenem	0.15225806451612905	0.013294314445611577	0.29122181458664653	0.43396226415094336	0.2674777249205038	0.6004468033813829	151	265
Levofloxacin	0.04480701754385965	0.020129674023046704	0.0694843610646726	0.08214285714285714	-0.011403324059381936	0.17568903834509622	379	36
Meropenem	0.06602150537634408	0.024283173318428136	0.10775983743426001	0.4804705882352941	0.4083705175624762	0.552570658908112	152	254
Nitrofurantoin	0.13519163763066203	0.10898234955061806	0.161400925710706	0.2	-0.3552890210395599	0.75528902103956	207	5
Piperacillin_Tazobactam	0.14050766790058172	0.039190583954713476	0.24182475184644997	0.45	0.31117774474011006	0.58882225525989	306	80
Tetracycline	0.21142857142857144	0.10324096338172976	0.3196161794754131	0.41217948717948716	0.3218448549529235	0.5025141194060508	175	199
Tobramycin	0.22105263157894733	0.15735661244291912	0.28474865071497557	0.10298850574712644	0.049955013584771765	0.15602199790948112	190	146
Trimethoprim_Sulfamethoxazole	0.27268204432383536	0.20570719968851733	0.33965688895915336	0.4189542483660131	0.19658496821700838	0.6413235285150178	334	86
all	0.12764493401022342	0.11624795054420874	0.13904191747623812	0.3191797254018664	0.2840358481535779	0.3543236026501549	5343	1955
