Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.8745524296675192	0.8249006648408244	0.9242041944942141	343
Ampicillin_Sulbactam	0.9416747809152872	0.9132550843265684	0.970094477504006	394
Aztreonam	0.7827085215296596	0.5723599041995424	0.9930571388597769	405
Cefazolin	0.9187894434882387	0.8939595570243197	0.9436193299521576	419
Cefepime	0.5793360562914328	0.5097614897766378	0.6489106228062278	340
Cefoxitin	0.7573333333333334	0.7434819915508859	0.7711846751157809	375
Ceftazidime	0.9326994388704645	0.890378882118898	0.9750199956220309	415
Ceftriaxone	0.9369086100499558	0.9078668919916848	0.9659503281082269	412
Cefuroxime_sodium	0.9288166214995484	0.899054946981148	0.9585782960179487	408
Ciprofloxacin	0.9615605278255881	0.9421622899979922	0.980958765653184	416
Gentamicin	0.7931929150515135	0.75156873546642	0.8348170946366069	406
Imipenem	0.6682444061962134	0.5982090308807129	0.7382797815117139	416
Levofloxacin	0.9518072289156627	0.9368474217083884	0.966767036122937	415
Meropenem	0.6745641373080398	0.621944587613284	0.7271836870027956	406
Nitrofurantoin	0.863233665559247	0.8311476876059715	0.8953196435125225	212
Piperacillin_Tazobactam	0.7954045954045954	0.7064116597448005	0.8843975310643903	386
Tetracycline	0.6817297297297297	0.6112740268928865	0.7521854325665729	374
Tobramycin	0.8301580333625989	0.7810261524646029	0.8792899142605948	336
Trimethoprim_Sulfamethoxazole	0.6976190476190476	0.6398000553080224	0.7554380399300727	420
all	0.8210476306721624	0.8063741026016282	0.8357211587426965	7298
