ALL	0.7721041712232137	0.7546958614502667	0.7895124809961608
amikacin	0.7020835420565764	0.6612906332425853	0.7428764508705675
capreomycin	0.776475788419914	0.660531640726113	0.8924199361137151
ethambutol	0.7745356456767529	0.7473002112078896	0.8017710801456163
ethionamide	0.7076204935415463	0.5519891005964925	0.8632518864866001
isoniazid	0.7398415639493723	0.7157317379471815	0.7639513899515631
kanamycin	0.7881419050944981	0.6949075489219603	0.8813762612670359
moxifloxacin	0.8139659128817766	0.771478024040247	0.8564538017233061
ofloxacin	0.7108547105068844	0.6574377219451508	0.764271699068618
pyrazinamide	0.7508030366914783	0.7233640588236901	0.7782420145592664
rifampin	0.8109014966580224	0.7865353776327019	0.8352676156833428
streptomycin	0.7877515266000009	0.7296419631435237	0.8458610900564781
