Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8551365400413585	0.8434379587085817	0.8668351213741353	8401
amikacin	0.7539819819819821	0.6993482346979947	0.8086157292659695	374
capreomycin	0.836111111111111	0.7234210718744094	0.9488011503478126	360
ethambutol	0.8817379832742029	0.8638410016724241	0.8996349648759818	1378
ethionamide	0.7168421052631578	0.572799682420867	0.8608845281054487	99
isoniazid	0.8275250051526817	0.8094220704432118	0.8456279398621516	1722
kanamycin	0.8497538347704829	0.7781899110412707	0.9213177584996952	260
moxifloxacin	0.8908212560386474	0.8716874682681899	0.9099550438091049	229
ofloxacin	0.7123188405797102	0.6591503480615721	0.7654873330978482	118
pyrazinamide	0.8755881799360059	0.8617357320032303	0.8894406278687815	1262
rifampin	0.8963807589639314	0.8843422920008681	0.9084192259269948	1708
streptomycin	0.8361496453455526	0.791729474323406	0.8805698163676992	891
