Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.8585921325051761	0.801255566870184	0.9159286981401682	346
Ampicillin_Sulbactam	0.9495553391755923	0.9117791045732256	0.987331573777959	395
Aztreonam	0.8769346582354712	0.8434649633315894	0.9104043531393531	406
Cefazolin	0.930952380952381	0.9147598242700415	0.9471449376347204	420
Cefepime	0.6004828797190518	0.5148143599862529	0.6861513994518507	338
Cefoxitin	0.7928070175438597	0.7209370514705105	0.864676983617209	377
Ceftazidime	0.9028798119306494	0.8564522772165654	0.9493073466447334	412
Ceftriaxone	0.9325301204819277	0.8935197160311156	0.9715405249327399	415
Cefuroxime_sodium	0.9292682926829269	0.8785926520154357	0.9799439333504181	410
Ciprofloxacin	0.9614744693057947	0.9307681263752071	0.9921808122363823	416
Gentamicin	0.7475617283950617	0.7226310283301324	0.7724924284599911	404
Imipenem	0.6746987951807228	0.6158019753088346	0.7335956150526111	415
Levofloxacin	0.9639988525530694	0.9323048127702926	0.9956928923358461	417
Meropenem	0.6425925925925926	0.6198961433720975	0.6652890418130877	403
Nitrofurantoin	0.8719498690003512	0.8448819671950536	0.8990177708056488	211
Piperacillin_Tazobactam	0.8155844155844155	0.7422177913630477	0.8889510398057834	385
Tetracycline	0.6957999051683262	0.6057882351793559	0.7858115751572966	375
Tobramycin	0.8533242876526458	0.813365052616209	0.8932835226890826	334
Trimethoprim_Sulfamethoxazole	0.6775960986804359	0.5752202723607978	0.7799719250000741	419
all	0.826525017135024	0.8108911025429949	0.8421589317270531	7298
