Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.11428571428571428	-0.034121519097652805	0.26269294766908136	0.14444444444444443	0.08796193862250418	0.20092695026638469	35	311
Ampicillin_Sulbactam	0.04915260178418073	0.009773852622477756	0.08853135094588371	0.1	-0.17764451051977995	0.37764451051978	385	10
Aztreonam	0.0891891891891892	0.05870818018514805	0.11967019819323034	0.47142857142857136	0.24015260218447046	0.7027045406726723	370	36
Cefazolin	0.07073170731707318	0.0541442102278474	0.08731920440629895	0.0	0.0	0.0	410	10
Cefepime	0.42823129251700676	0.34553628842524886	0.5109262966087647	0.3263157894736842	0.20941283767588217	0.4432187412714863	243	95
Cefoxitin	0.12987755102040816	0.05449483298095152	0.20526026905986477	0.3538461538461538	0.24494501715520958	0.46274729053709807	247	130
Ceftazidime	0.0960759493670886	0.04791208150397263	0.14423981723020457	0.11666666666666665	-0.08503739393075598	0.31837072726408927	396	16
Ceftriaxone	0.06666666666666667	0.026693042352871454	0.10664029098046188	0.1	-0.1776445105197799	0.3776445105197799	405	10
Cefuroxime_sodium	0.06999999999999999	0.01782609731909842	0.12217390268090156	0.1	-0.17764451051977995	0.37764451051978	400	10
Ciprofloxacin	0.038429081467056155	0.008593849730418265	0.06826431320369404	0.04	-0.07105780420791194	0.15105780420791196	391	25
Gentamicin	0.17193277310924368	0.09365021004827875	0.25021533617020864	0.31304347826086953	0.2509016262828907	0.37518533023884837	174	230
Imipenem	0.13999999999999999	0.06596146386139203	0.21403853613860796	0.43018867924528303	0.3114219542047393	0.5489554042858268	150	265
Levofloxacin	0.03684210526315789	0.007616367313707378	0.0660678432126084	0.02857142857142857	-0.05075557443422282	0.10789843157707996	380	37
Meropenem	0.09311827956989246	0.008001728220186882	0.17823483091959805	0.516078431372549	0.4697217990551301	0.562435063689968	151	252
Nitrofurantoin	0.12555168408826944	0.08653311756922955	0.16457025060730934	0.25	-0.5456115763210657	1.0456115763210656	207	4
Piperacillin_Tazobactam	0.11475409836065573	0.029602407075117243	0.1999057896461942	0.45	0.32248361612657683	0.5775163838734232	305	80
Tetracycline	0.21603174603174602	0.1509459335510597	0.28111755851243236	0.38230769230769235	0.2645590948571974	0.5000562897581873	176	199
Tobramycin	0.2061166429587482	0.1290740182680561	0.2831592676494403	0.06896551724137931	0.03869003334189364	0.09924100114086498	189	145
Trimethoprim_Sulfamethoxazole	0.2909995477159656	0.11046265454518439	0.4715364408867468	0.4470588235294118	0.17573076276566918	0.7183868842931544	334	85
all	0.12023839930702698	0.10331009188642327	0.1371667067276307	0.3194683085122864	0.29110154530571647	0.34783507171885636	5348	1950
