Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000001","fig|1432558.3.peg.3",,"VBIKlePne320349_0003","PATRIC.1432558.3.CBWQ010000001.CDS.1441.1890.rev","PATRIC","CDS",1441,1890,450,"-","FIG01225742","PLF_570_00002388","PGF_00681112","CDL42112.1",149,,"Non-heme chloroperoxidase (EC 1.11.1.10)",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000001","fig|1432558.3.peg.2",,"VBIKlePne320349_0002","PATRIC.1432558.3.CBWQ010000001.CDS.263.1234.rev","PATRIC","CDS",263,1234,972,"-","FIG01327573","PLF_570_00002819","PGF_00006821","CDL42102.1",323,,"GGDEF domain protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000001","fig|1432558.3.peg.1",,"VBIKlePne320349_0001","PATRIC.1432558.3.CBWQ010000001.CDS.36.188.fwd","PATRIC","CDS",36,188,153,"+","FIG00731816","PLF_570_00003543","PGF_08225224","CDL42096.1",50,,"hypothetical protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000002","fig|1432558.3.peg.5",,"VBIKlePne320349_0005","PATRIC.1432558.3.CBWQ010000002.CDS.1389.1502.fwd","PATRIC","CDS",1389,1502,114,"+",,"PLF_570_00004752","PGF_01958369","CDL42173.1",37,,"hypothetical protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000002","fig|1432558.3.peg.6",,"VBIKlePne320349_0006","PATRIC.1432558.3.CBWQ010000002.CDS.1499.2224.rev","PATRIC","CDS",1499,2224,726,"-","FIG00008396","PLF_570_00001323","PGF_01427545","CDL42174.1",241,,"Aquaporin Z","GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000002","fig|1432558.3.peg.7",,"VBIKlePne320349_0007","PATRIC.1432558.3.CBWQ010000002.CDS.2614.4272.fwd","PATRIC","CDS",2614,4272,1659,"+","FIG00633919","PLF_570_00000944","PGF_05893984","CDL42176.1",552,,"Predicted ATP-dependent endonuclease of the OLD family, YbjD subgroup",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000002","fig|1432558.3.peg.8",,"VBIKlePne320349_0008","PATRIC.1432558.3.CBWQ010000002.CDS.4419.5534.fwd","PATRIC","CDS",4419,5534,1116,"+","FIG00001179","PLF_570_00000395","PGF_00018522","CDL42177.1",371,,"Macrolide-specific efflux protein MacA",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000002","fig|1432558.3.peg.4",,"VBIKlePne320349_0004","PATRIC.1432558.3.CBWQ010000002.CDS.483.1253.rev","PATRIC","CDS",483,1253,771,"-","FIG01220149","PLF_570_00016759","PGF_03839583","CDL42171.1",256,,"Lysine exporter LysO",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000002","fig|1432558.3.peg.9",,"VBIKlePne320349_0009","PATRIC.1432558.3.CBWQ010000002.CDS.5531.5881.fwd","PATRIC","CDS",5531,5881,351,"+","FIG00001667","PLF_570_00116724","PGF_00668429","CDL42179.1",116,,"Macrolide export ATP-binding/permease protein MacB",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.12",,"VBIKlePne320349_0012","PATRIC.1432558.3.CBWQ010000003.CDS.1139.1303.rev","PATRIC","CDS",1139,1303,165,"-",,"PLF_570_00000799","PGF_02722374","CDL42200.1",54,,"hypothetical protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.13",,"VBIKlePne320349_0013","PATRIC.1432558.3.CBWQ010000003.CDS.1423.1770.rev","PATRIC","CDS",1423,1770,348,"-","FIG00000214","PLF_570_00002363","PGF_04845029","CDL42202.1",115,,"LSU ribosomal protein L19p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.14",,"VBIKlePne320349_0014","PATRIC.1432558.3.CBWQ010000003.CDS.1810.2577.rev","PATRIC","CDS",1810,2577,768,"-","FIG00000230","PLF_570_00001613","PGF_00413208","CDL42204.1",255,,"tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)","GO:0052906|tRNA (guanine(37)-N(1))-methyltransferase activity"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.15",,"VBIKlePne320349_0015","PATRIC.1432558.3.CBWQ010000003.CDS.2609.3067.rev","PATRIC","CDS",2609,3067,459,"-","FIG00000312","PLF_570_00001283","PGF_06000821","CDL42207.1",152,,"16S rRNA processing protein RimM","GO:0006364|rRNA processing"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.16",,"VBIKlePne320349_0016","PATRIC.1432558.3.CBWQ010000003.CDS.3176.3424.rev","PATRIC","CDS",3176,3424,249,"-","FIG00000193","PLF_570_00002450","PGF_00178044","CDL42208.1",82,,"SSU ribosomal protein S16p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.10",,"VBIKlePne320349_0010","PATRIC.1432558.3.CBWQ010000003.CDS.356.847.fwd","PATRIC","CDS",356,847,492,"+",,"PLF_570_00011019","PGF_01948808","CDL42197.1",163,,"hypothetical protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.17",,"VBIKlePne320349_0017","PATRIC.1432558.3.CBWQ010000003.CDS.3684.5048.rev","PATRIC","CDS",3684,5048,1365,"-","FIG00000113","PLF_570_00068999","PGF_00052238","CDL42210.1",454,,"Signal recognition particle protein Ffh",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.18",,"VBIKlePne320349_0018","PATRIC.1432558.3.CBWQ010000003.CDS.5212.6003.fwd","PATRIC","CDS",5212,6003,792,"+","FIG00007957","PLF_570_00003666","PGF_03198057","CDL42212.1",263,,"Inner membrane protein YpjD",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.19",,"VBIKlePne320349_0019","PATRIC.1432558.3.CBWQ010000003.CDS.6023.7309.fwd","PATRIC","CDS",6023,7309,1287,"+","FIG00936959","PLF_570_00002434","PGF_00041948","CDL42214.1",428,,"Putative membrane protein YfjD",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.20",,"VBIKlePne320349_0020","PATRIC.1432558.3.CBWQ010000003.CDS.7430.8044.rev","PATRIC","CDS",7430,8044,615,"-","FIG00000103","PLF_570_00002340","PGF_03751823","CDL42216.1",204,,"Heat shock protein GrpE","GO:0000774|adenyl-nucleotide exchange factor activity;GO:0006457|protein folding;GO:0042803|protein homodimerization activity;GO:0051087|chaperone binding"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000003","fig|1432558.3.peg.21",,"VBIKlePne320349_0021","PATRIC.1432558.3.CBWQ010000003.CDS.8144.9022.fwd","PATRIC","CDS",8144,9022,879,"+","FIG00000075","PLF_570_00116905","PGF_08421732","CDL42220.1",292,,"NAD kinase (EC 2.7.1.23)","GO:0003951|NAD+ kinase activity"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000004","fig|1432558.3.peg.23",,"VBIKlePne320349_0023","PATRIC.1432558.3.CBWQ010000004.CDS.1571.2701.fwd","PATRIC","CDS",1571,2701,1131,"+","FIG00000585","PLF_570_00000616","PGF_05292270","CDL42236.1",376,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000004","fig|1432558.3.peg.24",,"VBIKlePne320349_0024","PATRIC.1432558.3.CBWQ010000004.CDS.2701.2955.fwd","PATRIC","CDS",2701,2955,255,"+","FIG00001676","PLF_570_00001945","PGF_02872483","CDL42237.1",84,,"YfaE: ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000004","fig|1432558.3.peg.25",,"VBIKlePne320349_0025","PATRIC.1432558.3.CBWQ010000004.CDS.2965.3111.fwd","PATRIC","CDS",2965,3111,147,"+",,"PLF_570_00116085","PGF_08225224","CDL42238.1",48,,"hypothetical protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000004","fig|1432558.3.peg.22",,"VBIKlePne320349_0022","PATRIC.1432558.3.CBWQ010000004.CDS.47.1390.fwd","PATRIC","CDS",47,1390,1344,"+","FIG00000606","PLF_570_00000304","PGF_00048630","CDL42235.1",447,,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000005","fig|1432558.3.peg.28",,"VBIKlePne320349_0028","PATRIC.1432558.3.CBWQ010000005.CDS.1096.1833.rev","PATRIC","CDS",1096,1833,738,"-","FIG00763261","PLF_570_00000148","PGF_03673574","CDL42241.1",245,,"DNA replication helicase loader DnaC/DnaI",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000005","fig|1432558.3.peg.29",,"VBIKlePne320349_0029","PATRIC.1432558.3.CBWQ010000005.CDS.1836.1964.rev","PATRIC","CDS",1836,1964,129,"-","FIG00351742","PLF_570_00001187","PGF_06898246","CDL42242.1",42,,"Primosomal protein I",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000005","fig|1432558.3.peg.26",,"VBIKlePne320349_0026","PATRIC.1432558.3.CBWQ010000005.CDS.186.299.fwd","PATRIC","CDS",186,299,114,"+",,"PLF_570_00012403","PGF_01949403","CDL42239.1",37,,"hypothetical protein",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000005","fig|1432558.3.peg.27",,"VBIKlePne320349_0027","PATRIC.1432558.3.CBWQ010000005.CDS.629.1030.rev","PATRIC","CDS",629,1030,402,"-","FIG01309725","PLF_570_00003489","PGF_00040952","CDL42240.1",133,,"Putative glycoprotein/receptor",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000006","fig|1432558.3.peg.32",,"VBIKlePne320349_0032","PATRIC.1432558.3.CBWQ010000006.CDS.1049.1189.fwd","PATRIC","CDS",1049,1189,141,"+",,"PLF_570_00002109","PGF_00018971","CDL42248.1",46,,"Malate:quinone oxidoreductase (EC 1.1.5.4)","GO:0008924|malate dehydrogenase (quinone) activity;GO:0008924|malate dehydrogenase (menaquinone) activity"
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000006","fig|1432558.3.peg.30",,"VBIKlePne320349_0030","PATRIC.1432558.3.CBWQ010000006.CDS.245.622.rev","PATRIC","CDS",245,622,378,"-","FIG01306568","PLF_570_00000003","PGF_06495825","CDL42246.1",125,,"IS1 protein InsB",
"Klebsiella pneumoniae ISC21","1432558.3","CBWQ010000006","fig|1432558.3.peg.31",,"VBIKlePne320349_0031","PATRIC.1432558.3.CBWQ010000006.CDS.726.941.rev","PATRIC","CDS",726,941,216,"-","FIG01306568","PLF_570_00036753","PGF_03145724","CDL42247.1",71,,"IS1 protein InsA",
