Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.919","KPHS_09470","VBIKlePne218548_0919","PATRIC.1125630.4.CP003200.CDS.1001179.1001745.fwd","PATRIC","CDS",1001179,1001745,567,"+","FIG00001235","PLF_570_00002039","PGF_07391058","AEW59645.1",188,,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82)",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.92","KPHS_00930","VBIKlePne218548_0092","PATRIC.1125630.4.CP003200.CDS.100199.101080.fwd","PATRIC","CDS",100199,101080,882,"+","FIG00846773","PLF_570_00004416","PGF_02096336","AEW58791.1",293,,"Uncharacterized inner membrane transporter YijE",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.920","KPHS_09480","VBIKlePne218548_0920","PATRIC.1125630.4.CP003200.CDS.1007491.1008294.fwd","PATRIC","CDS",1007491,1008294,804,"+","FIG00002143","PLF_570_00001447","PGF_00020994","AEW59646.1",267,,"Methylglyoxal reductase, dihydroxyacetone producing @ 2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming) (EC 1.1.1.346)",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.921","KPHS_09490","VBIKlePne218548_0921","PATRIC.1125630.4.CP003200.CDS.1008340.1009245.rev","PATRIC","CDS",1008340,1009245,906,"-","FIG00003589","PLF_570_00000582","PGF_00017839","AEW59647.1",301,,"Transcriptional regulator YafC, LysR family",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.922","KPHS_09500","VBIKlePne218548_0922","PATRIC.1125630.4.CP003200.CDS.1009350.1010540.fwd","PATRIC","CDS",1009350,1010540,1191,"+","FIG01228652","PLF_570_00001501","PGF_01813804","AEW59648.1",396,,"Uncharacterized MFS-type transporter YtbD",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.923","KPHS_09510","VBIKlePne218548_0923","PATRIC.1125630.4.CP003200.CDS.1010664.1011440.fwd","PATRIC","CDS",1010664,1011440,777,"+","FIG00731749","PLF_570_00001577","PGF_00064294","AEW59649.1",258,,"UPF0294 protein YafD",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.93","KPHS_00940","VBIKlePne218548_0093","PATRIC.1125630.4.CP003200.CDS.101144.102247.rev","PATRIC","CDS",101144,102247,1104,"-","FIG00132994","PLF_570_00000876","PGF_03456354","AEW58792.1",367,,"Glycerol dehydrogenase (EC 1.1.1.6)","GO:0008888|glycerol dehydrogenase activity"
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.924","KPHS_09520","VBIKlePne218548_0924","PATRIC.1125630.4.CP003200.CDS.1011532.1012302.fwd","PATRIC","CDS",1011532,1012302,771,"+",,"PLF_570_00001530","PGF_00049546","AEW59650.1",256,,"SAM-dependent methyltransferase YafE (UbiE paralog)",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.925","KPHS_09530","VBIKlePne218548_0925","PATRIC.1125630.4.CP003200.CDS.1012360.1013415.rev","PATRIC","CDS",1012360,1013415,1056,"-","FIG00008294","PLF_570_00001781","PGF_08109371","AEW59651.1",351,,"Membrane-bound lytic murein transglycosylase D",
"Klebsiella pneumoniae subsp. pneumoniae HS11286","1125630.4","CP003200","fig|1125630.4.peg.926","KPHS_09540","VBIKlePne218548_0926","PATRIC.1125630.4.CP003200.CDS.1013799.1014554.rev","PATRIC","CDS",1013799,1014554,756,"-","FIG00000013","PLF_570_00001405","PGF_00906364","AEW59652.1",251,,"Hydroxyacylglutathione hydrolase (EC 3.1.2.6)","GO:0004416|hydroxyacylglutathione hydrolase activity"
