Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.2752740564373344	0.19778083158044502	0.35276728129422374	0.16835773491698586	0.12323923699391622	0.2134762328400555	1529	6872
amikacin	0.36	0.27946780167756563	0.44053219832243434	0.12928112215078902	0.09386899487826623	0.16469324942331182	78	294
capreomycin	0.34285714285714286	0.2113081905005725	0.47440609521371324	0.10689655172413792	0.05578565232643757	0.15800745112183828	70	290
ethambutol	0.1365530303030303	0.10274544600245894	0.17036061460360163	0.21099305133913515	0.19846414313489175	0.22352195954337856	161	1218
ethionamide	0.275	0.07153429843904818	0.47846570156095186	0.2712121212121212	0.10158104154962413	0.44084320087461826	43	59
isoniazid	0.38435572865952616	0.21221510486200448	0.5564963524570479	0.19734730083636054	0.10328328444919418	0.29141131722352687	393	1332
kanamycin	0.23636363636363633	0.06517484651377797	0.4075524262134947	0.13658536585365852	0.05761308367274601	0.21555764803457103	55	205
moxifloxacin	0.11904761904761904	0.03542961589665862	0.20266562219857948	0.10850202429149798	0.061995291541768076	0.15500875704122788	34	193
ofloxacin	0.4166666666666667	0.3131946668163528	0.5201386665169806	0.30454545454545456	0.16832906247508223	0.4407618466158269	60	59
pyrazinamide	0.18783068783068785	0.12408264415348455	0.2515787315078911	0.11226587301587303	0.06948962272368056	0.1550421233080655	138	1122
rifampin	0.21720779220779218	0.08250128645066948	0.3519142979649149	0.1653603341103341	0.0598664812207859	0.2708541869998823	277	1432
streptomycin	0.2545454545454545	0.18427912676329927	0.32481178232760977	0.18261699023678601	0.12506617205716553	0.2401678084164065	220	668
