Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8121635364437267	0.788485604346566	0.8358414685408875	8401
amikacin	0.8225225225225226	0.7804230033745078	0.8646220416705374	372
capreomycin	0.8472222222222221	0.806778330655692	0.8876661137887522	360
ethambutol	0.7976890645586298	0.7868099344257996	0.8085681946914599	1379
ethionamide	0.7261904761904762	0.5881257832312934	0.8642551691496589	102
isoniazid	0.7600470882988402	0.7222422227352858	0.7978519538623945	1725
kanamycin	0.8423076923076923	0.7606318397894841	0.9239835448259005	260
moxifloxacin	0.8900483091787439	0.847721270007965	0.9323753483495227	227
ofloxacin	0.638768115942029	0.5816273781206279	0.69590885376343	119
pyrazinamide	0.8793611425431969	0.8458077550294195	0.9129145300569742	1260
rifampin	0.8263492906719503	0.7569500827706829	0.8957484985732177	1709
streptomycin	0.7995683361899321	0.7711086063541532	0.8280280660257109	888
