Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.23690159897218596	0.1961754244232335	0.27762777352113843	0.19638882168340235	0.17010525466405052	0.2226723887027542	1532	6869
amikacin	0.3075	0.21929049942461004	0.39570950057538995	0.1499123319696084	0.07207161492594516	0.22775304901327165	78	294
capreomycin	0.2571428571428571	0.17781585413720571	0.33646986014850855	0.15190562613430128	0.07457584541584171	0.22923540685276084	70	289
ethambutol	0.10625	0.06200891321930391	0.1504910867806961	0.2068879444107131	0.19243452912716233	0.22134135969426386	160	1218
ethionamide	0.33333333333333337	0.1382246593144257	0.528442007352241	0.2666666666666667	0.14430923928767098	0.38902409404566246	45	57
isoniazid	0.3035702693930542	0.2628178304479189	0.3443227083381895	0.24680803131424067	0.21882537173362754	0.2747906908948538	392	1333
kanamycin	0.1893939393939394	0.09868050029412646	0.28010737849375233	0.15958188153310104	0.08062276776404259	0.2385409953021595	58	207
moxifloxacin	0.1571428571428571	0.14095030046051765	0.17333541382519657	0.08758434547908232	0.05148758152100967	0.12368110943715498	32	194
ofloxacin	0.31666666666666665	0.16319288891733455	0.4701404444159988	0.27424242424242423	0.11833762386002106	0.4301472246248274	60	58
pyrazinamide	0.16746031746031748	0.10040641792594088	0.23451421699469407	0.13815581542351454	0.09870715615506079	0.1776044746919683	137	1122
rifampin	0.17253246753246754	0.11758316272351904	0.22748177234141603	0.21958041958041957	0.1903922222764187	0.24876861688442045	278	1430
streptomycin	0.28797979797979795	0.18726150686486437	0.3886980890947315	0.1947143979351363	0.10031620774313851	0.28911258812713414	222	667
