Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.05714285714285714	-0.04001248295117956	0.15429819723689384	0.07045570916538658	0.03116657931961351	0.10974483901115967	34	313
Ampicillin_Sulbactam	0.054345654345654346	0.02818477120552127	0.08050653748578743	0.0	0.0	0.0	386	10
Aztreonam	0.34979637171417993	0.2441474335998186	0.45544530982854126	0.3071428571428571	0.15481228918585224	0.459473425099862	366	36
Cefazolin	0.05609756097560975	0.015185470915528507	0.097009651035691	0.1	-0.17764451051977995	0.37764451051978	410	10
Cefepime	0.4163265306122449	0.2827191631465652	0.5499338980779246	0.24210526315789474	0.12338975440531345	0.360820771910476	245	95
Cefoxitin	0.1497959183673469	0.10413311945576903	0.19545871727892478	0.23076923076923075	0.12946280387479797	0.33207565766366354	247	130
Ceftazidime	0.09835443037974684	0.04590033688554262	0.15080852387395105	0.16666666666666666	-0.12599634436169485	0.4593296776950282	397	16
Ceftriaxone	0.059259259259259255	0.02602637774891474	0.09249214076960377	0.0	0.0	0.0	405	7
Cefuroxime_sodium	0.07534810126582278	0.016549093843910137	0.13414710868773544	0.0	0.0	0.0	399	10
Ciprofloxacin	0.03297630639402791	0.011933715466566495	0.05401889732148933	0.0	0.0	0.0	394	25
Gentamicin	0.18857142857142856	0.14812243494336355	0.22902042219949356	0.32173913043478264	0.26018631404424897	0.3832919468253163	175	230
Imipenem	0.16611049314052653	0.08730304024353297	0.2449179460375201	0.36226415094339626	0.2771473710830549	0.4473809308037376	151	265
Levofloxacin	0.029088630667578035	-0.0005998444782328791	0.05877710581338895	0.1714285714285714	0.023021338045204343	0.31983580481193846	380	35
Meropenem	0.15333333333333332	0.07265170909436423	0.2340149575723024	0.307843137254902	0.2366584647502619	0.3790278097595421	150	253
Nitrofurantoin	0.08780487804878048	0.05327524934189573	0.12233450675566523	0.5	-5.853102368216048	6.853102368216048	205	2
Piperacillin_Tazobactam	0.18032786885245902	0.13714808034007783	0.2235076573648402	0.3830882352941177	0.29597078510485675	0.4702056854833786	305	81
Tetracycline	0.306031746031746	0.16375549593666663	0.44830799612682537	0.22999999999999998	0.07572605885642605	0.38427394114357394	176	200
Tobramycin	0.21052631578947367	0.14939629906881066	0.27165633251013666	0.1096551724137931	0.03914513685084903	0.18016520797673719	190	146
Trimethoprim_Sulfamethoxazole	0.14789687924016282	0.066042884129162	0.22975087435116365	0.44836601307189544	0.3693496881038758	0.5273823380399151	332	87
all	0.13595818549160402	0.12051117426308762	0.1514051967201204	0.24448413258916385	0.22378652111674835	0.26518174406157935	5347	1951
