Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8256144301861138	0.8049493696578918	0.8462794907143358	8401
amikacin	0.8502342342342342	0.8282077748458122	0.8722606936226561	374
capreomycin	0.8357981220657278	0.7935965163225142	0.8779997278089414	359
ethambutol	0.8376300281103294	0.7998256760698603	0.8754343801507984	1379
ethionamide	0.7715789473684211	0.666650814584532	0.8765070801523103	96
isoniazid	0.7482642399730367	0.7073285710085614	0.789199908937512	1724
kanamycin	0.8279390420899855	0.7815798409271387	0.8742982432528322	262
moxifloxacin	0.8816425120772946	0.8577768107636844	0.9055082133909048	228
ofloxacin	0.672463768115942	0.5828487413792802	0.7620787948526038	116
pyrazinamide	0.8757199322416713	0.8397115270256647	0.911728337457678	1263
rifampin	0.8583317071380548	0.7992498052556829	0.9174136090204268	1709
streptomycin	0.8194194100476382	0.7652158115916505	0.8736230085036258	891
