ALL	0.7455377586559561	0.7305455288189666	0.7605299884929455
amikacin	0.7862501048030177	0.7441475652553151	0.8283526443507203
capreomycin	0.7681270776123716	0.7089922912544409	0.8272618639703024
ethambutol	0.7160497470295499	0.6860501994884457	0.7460492945706542
ethionamide	0.7650216450216452	0.6637662379965089	0.8662770520467814
isoniazid	0.6820348808240239	0.6504395848750083	0.7136301767730394
kanamycin	0.7795526979513958	0.7288083230595137	0.8302970728432779
moxifloxacin	0.7976426957696308	0.7643671049281507	0.8309182866111108
ofloxacin	0.6688228438228438	0.580811874371556	0.7568338132741317
pyrazinamide	0.7590998729370828	0.7253131139723766	0.792886631901789
rifampin	0.763499369223808	0.7090694532106872	0.8179292852369289
streptomycin	0.7787331245304043	0.7230909684728711	0.8343752805879375
