Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.86890756302521	0.7999759950675154	0.9378391309829046	342
Ampicillin_Sulbactam	0.949269717624148	0.9337019654799295	0.9648374697683666	394
Aztreonam	0.8697380307136404	0.8050111942653254	0.9344648671619554	407
Cefazolin	0.9429411764705883	0.9234875540606987	0.9623947988804779	421
Cefepime	0.586830553116769	0.5104426296512555	0.6632184765822825	339
Cefoxitin	0.7744912280701755	0.7370324654729241	0.8119499906674268	377
Ceftazidime	0.8731707317073172	0.8120365590972111	0.9343049043174233	410
Ceftriaxone	0.9444313840728767	0.9216799874999293	0.9671827806458242	414
Cefuroxime_sodium	0.9311653116531164	0.892574409132914	0.9697562141733189	407
Ciprofloxacin	0.9639414802065405	0.935953223711195	0.9919297367018859	417
Gentamicin	0.728395061728395	0.6720720389953713	0.7847180844614187	405
Imipenem	0.6602409638554216	0.6148656219675074	0.7056163057433359	415
Levofloxacin	0.9664945496270798	0.9398214226483107	0.9931676766058489	418
Meropenem	0.663285155073773	0.5961756556373169	0.730394654510229	404
Nitrofurantoin	0.9107365691597116	0.8456800152260384	0.9757931230933847	211
Piperacillin_Tazobactam	0.8025974025974026	0.7440105281480768	0.8611842770467285	385
Tetracycline	0.704	0.6681084879688279	0.739891512031172	375
Tobramycin	0.8298507462686567	0.764855462825894	0.8948460297114195	335
Trimethoprim_Sulfamethoxazole	0.7371006715939388	0.6583207015528743	0.8158806416350033	422
all	0.827349000535176	0.8140801710318943	0.8406178300384577	7298
