Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.23040638606676342	0.10671854346882803	0.3540942286646988	0.22718038443780225	0.1789006437089432	0.2754601251666613	261	436
AUG	0.16774193548387095	0.10192702767823318	0.2335568432895087	0.1764158415841584	0.09836716952297953	0.2544645136453373	155	504
AXO	0.18838709677419355	0.11105133869553055	0.2657228548528565	0.1579680598029222	0.08927077422569864	0.22666534538014577	154	544
CHL	0.2333333333333333	0.11998543655695716	0.34668123010970947	0.17967481007069147	0.14740249774355196	0.21194712239783098	30	651
FIS	0.3028034287940775	0.2441895325554697	0.3614173250326853	0.14851330203442878	0.10984446550603888	0.18718213856281868	297	357
FOX	0.18547008547008548	0.05200018537359452	0.31893998556657643	0.16388039415562355	0.1369455211885549	0.1908152671226922	134	543
GEN	0.34782608695652173	0.2468286680267307	0.44882350588631276	0.30816926888209367	0.24540454045436422	0.3709339973098231	115	571
KAN	0.15	-0.12764451051977985	0.4276445105197798	0.37999999999999995	0.3092142611508862	0.4507857388491137	19	100
STR	0.2591550727399784	0.23291233518879031	0.28539781029116645	0.25015384615384617	0.15047600959468993	0.3498316827130024	270	128
TET	0.28914859981933155	0.2152370921587456	0.3630601074799175	0.14763296317942726	0.07965380439069737	0.21561212196815716	405	291
TIO	0.16602150537634408	0.1136904906834898	0.21835252006919836	0.17253359280882216	0.14350125841218747	0.20156592720545685	151	545
all	0.2471057839020548	0.2327500187330667	0.2614615490710429	0.19614372338766425	0.1777168719528558	0.21457057482247271	1991	4670
