Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.7956199541089487	0.7808248075195737	0.8104151006983237	8401
amikacin	0.6074234234234235	0.5555144721873276	0.6593323746595193	372
capreomycin	0.5851330203442879	0.5197376653442882	0.6505283753442876	359
ethambutol	0.8485603515931566	0.8216229298811852	0.8754977733051279	1380
ethionamide	0.621578947368421	0.5415943441463774	0.7015635505904646	98
isoniazid	0.7816531850353894	0.7479351378317003	0.8153712322390785	1722
kanamycin	0.690856313497823	0.6524011593071924	0.7293114676884535	262
moxifloxacin	0.7446376811594202	0.6719315145387956	0.8173438477800448	227
ofloxacin	0.6782608695652174	0.5599848033637813	0.7965369357666534	115
pyrazinamide	0.8400652487609008	0.8199233992097215	0.8602070983120802	1263
rifampin	0.862155388471178	0.8362525645003619	0.8880582124419941	1712
streptomycin	0.7912434875400163	0.7606545162288828	0.8218324588511497	891
