Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8276409308518172	0.815942725887357	0.8393391358162775	8401
amikacin	0.7033627051709244	0.646551002793117	0.7601744075487318	371
capreomycin	0.7458920187793427	0.7190098959462492	0.7727741416124363	358
ethambutol	0.8624313294616229	0.8312249724484198	0.8936376864748261	1381
ethionamide	0.64	0.5127673014254146	0.7672326985745854	100
isoniazid	0.7868564323161715	0.7524445137884469	0.8212683508438962	1722
kanamycin	0.8048621190130625	0.7385510269290684	0.8711732110970566	261
moxifloxacin	0.8380676328502416	0.735824424861808	0.9403108408386751	228
ofloxacin	0.7217391304347827	0.5662087267621689	0.8772695341073964	115
pyrazinamide	0.8820020717966763	0.8446037892997657	0.919400354293587	1262
rifampin	0.8452116686273508	0.824536837755232	0.8658864994994695	1712
streptomycin	0.8652905343559638	0.8517570471432172	0.8788240215687104	891
