Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.243511850840684	0.22347096460794452	0.26355273707342347	0.15649799449550958	0.1404339303048347	0.17256205868618446	1532	6869
amikacin	0.12916666666666668	0.0686112312961692	0.18972210203716416	0.3412624196376388	0.28183270254404	0.4006921367312376	78	293
capreomycin	0.23296703296703294	0.12353295222629797	0.34240111370776793	0.25862068965517243	0.2434829477054296	0.27375843160491525	68	290
ethambutol	0.20625	0.1620089132193039	0.2504910867806961	0.12856473737035798	0.0910380119394604	0.16609146280125556	160	1221
ethionamide	0.26666666666666666	0.10936502477974727	0.423968308553586	0.43636363636363634	0.16686980317576178	0.705857469551511	45	55
isoniazid	0.3452450503083414	0.29528975858018225	0.39520034203650056	0.17432344907211847	0.13071310653483403	0.2179337916094029	391	1331
kanamycin	0.12727272727272726	-0.0439160625771311	0.2984615171225856	0.21463414634146344	0.10254062411284237	0.3267276685700845	56	205
moxifloxacin	0.19047619047619047	-0.039473318188950696	0.42042569914133165	0.15897435897435896	0.04551473432780484	0.2724339836209131	33	195
ofloxacin	0.2833333333333333	0.12641027597096316	0.4402563906957035	0.27272727272727276	0.03327571824952247	0.5121788272050231	60	55
pyrazinamide	0.18703703703703703	0.1214370919068547	0.25263698216721936	0.10946562678539144	0.07329475079255778	0.1456365027782251	139	1123
rifampin	0.197987012987013	0.16485802431227903	0.23111600166174695	0.14642501807135955	0.12613447270777312	0.16671556343494598	278	1434
streptomycin	0.25074220465524816	0.13343149088362077	0.36805291842687554	0.09594882729211088	0.07382370901884326	0.1180739455653785	224	667
