Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.23846153846153845	0.19508471795578763	0.28183835896728926	0.2572015192607986	0.18656206605422226	0.3278409724673749	260	439
AUG	0.12903225806451613	0.030921186206991066	0.22714332992204117	0.2178217821782178	0.13627458222308086	0.2993689821333547	155	505
AXO	0.17956989247311825	0.03376313677150386	0.32537664817473266	0.2036697247706422	0.16640744005239255	0.24093200948889187	151	545
CHL	0.37619047619047613	0.05072411489955331	0.701656837481399	0.23305930710510864	0.17182751099887733	0.29429110321133994	31	652
FIS	0.267909604519774	0.1571482495296589	0.37867095950988916	0.16338028169014085	0.12928945454691448	0.19747110883336721	299	355
FOX	0.18091168091168092	0.04816686270003209	0.3136564991233297	0.2165137614678899	0.17123379103852793	0.26179373189725186	132	545
GEN	0.48695652173913045	0.38311354834347894	0.5907994951347819	0.21855072463768113	0.1491349197355376	0.28796652953982466	115	572
KAN	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.29	0.09664297272258873	0.48335702727741126	15	100
STR	0.2611447811447812	0.18898183876009872	0.33330772352946364	0.24646153846153845	0.08306851206623064	0.40985456485684624	272	126
TET	0.24406353507979528	0.14951749410942605	0.3386095760501645	0.27241379310344827	0.20076892181492623	0.3440586643919703	405	290
TIO	0.1529032258064516	0.04832212737904405	0.25748432423385914	0.21994254471318692	0.12421201004741492	0.31567307937895894	151	546
all	0.24121434079283782	0.20570909607638627	0.2767195855092894	0.22375531649495625	0.19777253572576717	0.24973809726414534	1986	4675
