Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.22692307692307692	0.14182835843816133	0.3120177954079925	0.18262800417972833	0.12721514993805857	0.23804085842139808	260	438
AUG	0.1096774193548387	0.0014583424217205765	0.21789649628795682	0.16071287128712872	0.13409162466909003	0.1873341179051674	155	504
AXO	0.12258064516129033	0.05093044889812133	0.19423084142445934	0.1434930343187224	0.0925998645112376	0.19438620412620722	155	544
CHL	0.3571428571428571	-0.01563779245246638	0.7299235067381806	0.09846153846153846	0.040995002103585844	0.15592807481949109	31	650
FIS	0.26440677966101694	0.19686528148561155	0.33194827783642233	0.18501564945226917	0.13719971670692327	0.23283158219761507	295	357
FOX	0.12905982905982907	0.086031502371378	0.17208815574828015	0.16613999320421338	0.10883861387255517	0.2234413725358716	132	542
GEN	0.43478260869565216	0.27738949906331645	0.5921757183279879	0.21131960335621666	0.11983659722304815	0.3028026094893852	115	572
KAN	0.11666666666666665	-0.08503739393075598	0.31837072726408927	0.4	0.2838529682307403	0.5161470317692598	19	100
STR	0.23905723905723902	0.18003621551857799	0.2980782625959001	0.2636923076923077	0.11849679575270075	0.4088878196319147	272	129
TET	0.26419753086419756	0.19513108799528228	0.33326397373311284	0.20344827586206896	0.1334208787191515	0.27347567300498643	405	290
TIO	0.13225806451612904	0.045198243815573066	0.219317885216685	0.1688073394495413	0.11623377863969106	0.22138090025939153	151	545
all	0.22364282829879595	0.20528791910013422	0.24199773749745768	0.17235793839066726	0.15259522580249044	0.1921206509788441	1990	4671
