Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
AMP	0.25384615384615383	0.1721703013279457	0.33552200636436197	0.2886363636363637	0.20600051777517064	0.37127220949755674	260	440
AUG	0.2193548387096774	0.15994563441961335	0.27876404299974145	0.1782178217821782	0.10144367145083293	0.2549919721135235	155	505
AXO	0.21010752688172046	0.12250374603857908	0.2977113077248619	0.163302752293578	0.09382447189652371	0.23278103269063227	152	545
CHL	0.23333333333333334	0.11998543655695719	0.34668123010970947	0.15076923076923077	0.07418026179463656	0.22735819974382498	30	650
FIS	0.36271186440677966	0.32448144633391446	0.40094228247964486	0.14280125195618154	0.09481332476749067	0.19078917914487242	295	357
FOX	0.24045584045584042	0.1559028281308454	0.32500885278083547	0.17849844005807308	0.13796887139690583	0.21902800871924033	133	543
GEN	0.38260869565217387	0.24818615554718124	0.5170312357571665	0.221952707856598	0.18177570238594823	0.26212971332724777	115	572
KAN	0.3333333333333333	0.04067032230497181	0.6259963443616948	0.29	0.10688086859514334	0.4731191314048566	15	100
STR	0.22962962962962963	0.16750386324209884	0.29175539601716044	0.2326153846153846	0.15693225866010593	0.30829851057066326	270	129
TET	0.2764159891598916	0.17970878920255262	0.3731231891172305	0.17521917007597898	0.1478673542658639	0.20257098588609407	406	291
TIO	0.24494623655913977	0.1502400149637661	0.33965245815451345	0.179232693911593	0.13591771017082407	0.2225476776523619	151	547
all	0.27140614769317384	0.22456329519987087	0.31824900018647684	0.1895514674575254	0.14304968991399045	0.23605324500106037	1982	4679
