Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.8792546583850932	0.8041203105162468	0.9543890062539396	348
Ampicillin_Sulbactam	0.9133398247322297	0.8574069285586268	0.9692727209058327	393
Aztreonam	0.8190605239385726	0.779791639743618	0.8583294081335273	409
Cefazolin	0.9308663224325875	0.8989924119260637	0.9627402329391113	419
Cefepime	0.6876207199297629	0.6422430645401097	0.7329983753194161	336
Cefoxitin	0.7776491228070175	0.7339086944077865	0.8213895512062485	378
Ceftazidime	0.8977960622979724	0.8395011074453995	0.9560910171505452	411
Ceftriaxone	0.9543316121629374	0.9477138356022304	0.9609493887236443	416
Cefuroxime_sodium	0.9286660644384221	0.8744111436552494	0.9829209852215949	406
Ciprofloxacin	0.9590354449155507	0.908747959698605	1.0093229301324964	415
Gentamicin	0.7604938271604939	0.70783634687906	0.8131513074419277	405
Imipenem	0.694916250367323	0.6508439904293449	0.738988510305301	413
Levofloxacin	0.9570567986230636	0.9264425233086819	0.9876710739374452	419
Meropenem	0.717253086419753	0.6709257913375853	0.7635803815019208	403
Nitrofurantoin	0.8728682170542635	0.8026911532063148	0.9430452809022123	212
Piperacillin_Tazobactam	0.7745920745920746	0.6942017909956394	0.8549823581885098	386
Tetracycline	0.6727719298245614	0.5738631585722525	0.7716807010768703	376
Tobramycin	0.8619629127091815	0.8223932952448734	0.9015325301734896	333
Trimethoprim_Sulfamethoxazole	0.6308804967770241	0.5161296719186691	0.745631321635379	420
all	0.826249823955233	0.806758413708302	0.8457412342021641	7298
