Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.9045111247193305	0.8522625734359571	0.9567596760027038	347
Ampicillin_Sulbactam	0.9466082440765986	0.9164883709749925	0.9767281171782047	393
Aztreonam	0.8163203854260764	0.6959902301773749	0.9366505406747779	408
Cefazolin	0.9214245216158753	0.9015815267818252	0.9412675164499253	420
Cefepime	0.6115891132572432	0.5111920108825578	0.7119862156319285	337
Cefoxitin	0.7884210526315789	0.7371048862290052	0.8397372190341527	378
Ceftazidime	0.9295915368792242	0.8845756066018752	0.9746074671565733	413
Ceftriaxone	0.941962973846606	0.9092035239413021	0.9747224237519099	414
Cefuroxime_sodium	0.9092442035531466	0.8603024545389335	0.9581859525673597	408
Ciprofloxacin	0.9565964205253067	0.9205804233741983	0.9926124176764151	415
Gentamicin	0.7807588075880758	0.7438682296370288	0.8176493855391228	406
Imipenem	0.6133571322326341	0.5701543969278908	0.6565598675373774	414
Levofloxacin	0.9663798049340219	0.9499418166528123	0.9828177932152314	417
Meropenem	0.6395468232460103	0.6037919463681972	0.6753017001238234	405
Nitrofurantoin	0.9139372822299652	0.8646530023771571	0.9632215620827732	209
Piperacillin_Tazobactam	0.8311688311688311	0.7764845781559441	0.8858530841817182	385
Tetracycline	0.7165765765765766	0.6920893547806871	0.741063798372466	374
Tobramycin	0.830239178439354	0.7639331271976448	0.8965452296810632	335
Trimethoprim_Sulfamethoxazole	0.7190901420809288	0.6407267395074251	0.7974535446544325	420
all	0.8281703550001408	0.8151790071622939	0.8411617028379877	7298
