Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.3282720857841398	0.29839644034966434	0.35814773121861526	0.12257710220645635	0.11300687329142636	0.13214733112148633	1532	6869
amikacin	0.2125	0.12401782643860781	0.3009821735613922	0.352542372881356	0.31206121376101725	0.3930235320016947	80	295
capreomycin	0.1571428571428571	0.041504872520806674	0.2727808417649076	0.3517241379310344	0.3230022920151951	0.3804459838468737	70	290
ethambutol	0.19461754643206255	0.11487770568369768	0.27435738718042746	0.11257842541995548	0.10467553689150144	0.12048131394840952	160	1217
ethionamide	0.38055555555555554	-0.01337859327474722	0.7744897043858583	0.23484848484848486	0.10282132803941163	0.3668756416575581	44	56
isoniazid	0.4936371645232406	0.4605671005823289	0.5267072284641523	0.08261947002337303	0.052920327756275906	0.11231861229047015	391	1331
kanamycin	0.18181818181818182	0.003341530774767232	0.3602948328615964	0.1902439024390244	0.15075776134856816	0.22973004352948062	56	205
moxifloxacin	0.2666666666666666	0.17699634817388366	0.35633698515944956	0.22564102564102564	0.15661888711954086	0.2946631641625104	34	195
ofloxacin	0.30606060606060603	0.18366702639026772	0.42845418573094435	0.3560606060606061	0.2701051605637823	0.44201605155742985	59	59
pyrazinamide	0.2082010582010582	0.15261806581816514	0.2637840505839512	0.10409523809523809	0.08816362498715366	0.12002685120332252	139	1124
rifampin	0.32857142857142857	0.28803253390996797	0.36911032323288917	0.06564411198557539	0.04714809717922078	0.08414012679193	277	1432
streptomycin	0.34664082687338504	0.22612141168612226	0.4671602420606478	0.09167508323046422	0.05326369396620878	0.13008647249471966	222	665
