Antibiotic	Acc	Conf_low	Conf_high	Count
all	0.8398999320132574	0.8314865262377827	0.8483133377887321	8401
amikacin	0.6773333333333332	0.6361104210344688	0.7185562456321977	375
capreomycin	0.6861111111111111	0.6599572682173828	0.7122649540048395	360
ethambutol	0.8779914670167377	0.8726819321001157	0.8833010019333597	1377
ethionamide	0.7022305764411028	0.5576655876176067	0.8467955652645989	100
isoniazid	0.8240591452527856	0.7964990795131711	0.8516192109924	1722
kanamycin	0.8120464441219157	0.76496108333818	0.8591318049056514	261
moxifloxacin	0.7685990338164251	0.7011539614923061	0.8360441061405441	229
ofloxacin	0.668939393939394	0.620447762637754	0.7174310252410339	118
pyrazinamide	0.8843904887383148	0.8697278801513374	0.8990530973252923	1263
rifampin	0.8917353931040222	0.8751429138150548	0.9083278723929895	1709
streptomycin	0.844381261614957	0.8236960259645407	0.8650664972653732	887
