ALL	0.7977026611394746	0.776868653012582	0.8185366692663673
Amikacin	0.7836827033792415	0.6721261370464046	0.8952392697120785
Ampicillin_Sulbactam	0.6346635973805281	0.5467869865136353	0.7225402082474209
Aztreonam	0.6213412530279501	0.480926057361726	0.7617564486941741
Cefazolin	0.7074464591182377	0.6539732818809652	0.7609196363555102
Cefepime	0.5647278441720787	0.5285534149663297	0.6009022733778276
Cefoxitin	0.7034577378234292	0.6733971410906425	0.733518334556216
Ceftazidime	0.6011609703141245	0.5369543605555173	0.6653675800727318
Ceftriaxone	0.6961441333708839	0.6213327119966828	0.7709555547450849
Cefuroxime_sodium	0.6450888934490054	0.5887598261741701	0.7014179607238408
Ciprofloxacin	0.9187461283430537	0.8687558575251416	0.9687363991609658
Gentamicin	0.7898283411116168	0.7544422623533344	0.8252144198698992
Imipenem	0.8070157432921843	0.7303008968662084	0.8837305897181602
Levofloxacin	0.8639562748883683	0.814111343587617	0.9138012061891196
Meropenem	0.8190044875296211	0.7919981463911545	0.8460108286680876
Nitrofurantoin	0.5130141576311468	0.35534504146533324	0.6706832737969604
Piperacillin_Tazobactam	0.7261011481561527	0.6250448031205456	0.8271574931917598
Tetracycline	0.6995931236165331	0.6359102887756216	0.7632759584574447
Tobramycin	0.8095192255416708	0.7953527395747217	0.8236857115086198
Trimethoprim_Sulfamethoxazole	0.6417298173991843	0.6072226407554557	0.6762369940429129
