Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.14285714285714285	-0.03452342831482377	0.3202377140291095	0.1032258064516129	0.04215215674775067	0.16429945615547514	35	310
Ampicillin_Sulbactam	0.10599400599400602	0.04138412957368516	0.1706038824143269	0.0	0.0	0.0	386	9
Aztreonam	0.2095890410958904	0.07254573476603615	0.34663234742574467	0.3464285714285714	0.17496705750927885	0.517890085347864	368	37
Cefazolin	0.06853357422463113	0.038551665815325875	0.09851548263393639	0.0	0.0	0.0	409	11
Cefepime	0.4550170068027211	0.37121223161470884	0.5388217819907334	0.3157894736842105	0.1850880001890772	0.4464909471793438	244	95
Cefoxitin	0.3150204081632653	0.16426144600157624	0.4657793703249544	0.2230769230769231	0.039976474438161574	0.4061773717156846	248	130
Ceftazidime	0.14658227848101263	0.07041919125764991	0.22274536570437536	0.2833333333333333	0.05663753978058103	0.5100291268860856	396	17
Ceftriaxone	0.061607949412827455	0.03725013875567201	0.0859657600699829	0.0	0.0	0.0	406	9
Cefuroxime_sodium	0.09018987341772153	0.056700949914695396	0.12367879692074765	0.0	0.0	0.0	399	9
Ciprofloxacin	0.020350535540408957	-0.0008952254399200582	0.04159629652073797	0.04	-0.07105780420791194	0.15105780420791196	393	25
Gentamicin	0.12571428571428572	0.026634890716438417	0.22479368071213301	0.2722972556275054	0.20384193889520696	0.34075257235980383	175	231
Imipenem	0.24000000000000005	0.1456190148678484	0.3343809851321517	0.14448476052249637	0.06362325736891423	0.22534626367607852	150	263
Levofloxacin	0.047368421052631574	0.022591096205941553	0.0721457458993216	0.08571428571428572	-0.011441054379750973	0.1828696258083224	380	35
Meropenem	0.23204301075268816	0.17200404622591914	0.2920819752794572	0.13145098039215686	0.09007306613544247	0.17282889464887125	151	251
Nitrofurantoin	0.16887340301974446	0.011194218389285915	0.326552587650203	0.3333333333333333	-1.1008842433037584	1.767550909970425	207	3
Piperacillin_Tazobactam	0.1272871496562665	0.04734964608082723	0.20722465323170577	0.4125	0.28264367078955377	0.5423563292104462	306	80
Tetracycline	0.18206349206349204	0.13314914402494424	0.23097784010203984	0.4014102564102564	0.29934623867787746	0.5034742741426353	176	199
Tobramycin	0.2789473684210526	0.2610503320879406	0.2968444047541646	0.07517241379310344	0.04033586802345553	0.11000895956275134	190	146
Trimethoprim_Sulfamethoxazole	0.28986883763003163	0.22587299060701826	0.353864684653045	0.31699346405228757	0.24647771330072155	0.3875092148038536	331	88
all	0.15569580920385312	0.12408780220913992	0.18730381619856631	0.2053533934241047	0.1883309844401267	0.2223758024080827	5350	1948
