Antibiotic	Acc	Conf_low	Conf_high	Count
Amikacin	0.881353062964316	0.8111138518779781	0.9515922740506539	346
Ampicillin_Sulbactam	0.9189873417721518	0.8863953257224166	0.951579357821887	395
Aztreonam	0.7416019271303823	0.6273649571562985	0.8558388971044661	406
Cefazolin	0.9404161182545308	0.9293396694669482	0.9514925670421133	420
Cefepime	0.6362598770851624	0.5511556827980105	0.7213640713723143	338
Cefoxitin	0.7573333333333333	0.6886728195218912	0.8259938471447754	375
Ceftazidime	0.8977666764619453	0.8514391831101009	0.9440941698137897	411
Ceftriaxone	0.9325301204819277	0.8881521606507955	0.97690808031306	415
Cefuroxime_sodium	0.8582354712436013	0.792747615942001	0.9237233265452016	409
Ciprofloxacin	0.9517456585925584	0.9370528877127144	0.9664384294724024	414
Gentamicin	0.7283950617283951	0.6680439993905343	0.7887461240662559	405
Imipenem	0.8187481633852484	0.7512814141495059	0.8862149126209908	414
Levofloxacin	0.9568273092369477	0.9399150422490143	0.973739576224881	417
Meropenem	0.8424269798253539	0.7882182626000891	0.8966356970506186	406
Nitrofurantoin	0.8613240418118467	0.823300899033447	0.8993471845902464	209
Piperacillin_Tazobactam	0.7823842823842824	0.7614353598333079	0.8033332049352568	386
Tetracycline	0.6792072072072072	0.5928318381092706	0.7655825763051437	374
Tobramycin	0.8270758506930587	0.7779351407167321	0.8762165606693852	335
Trimethoprim_Sulfamethoxazole	0.6453501400560223	0.6261693936306607	0.6645308864813839	423
all	0.8255673336024862	0.8097811280046446	0.8413535392003278	7298
