Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
Amikacin	0.08571428571428572	-0.07293972029701706	0.2443682917255885	0.12176139272913467	0.0416488031445682	0.20187398231370113	34	312
Ampicillin_Sulbactam	0.08051948051948052	0.04556021555405316	0.11547874548490789	0.1	-0.1776445105197799	0.3776445105197799	385	10
Aztreonam	0.2288041466123658	0.10872588119674789	0.34888241202798376	0.5321428571428571	0.31808852674655774	0.7461971875391565	367	39
Cefazolin	0.05856959908287168	0.051355562951439435	0.06578363521430393	0.1	-0.17764451051977995	0.37764451051978	410	10
Cefepime	0.39081632653061227	0.2607235938308055	0.5209090592304191	0.29473684210526313	0.19562754271850305	0.39384614149202324	243	95
Cefoxitin	0.14693877551020407	0.08134760059730618	0.21252995042310197	0.423076923076923	0.2683287998671735	0.5778250462866725	245	130
Ceftazidime	0.10357594936708861	0.055763336400819215	0.151388562333358	0.06666666666666667	-0.11842967367985326	0.2517630070131866	396	15
Ceftriaxone	0.06666666666666667	0.018678726576828175	0.11465460675650516	0.1	-0.1776445105197799	0.3776445105197799	405	10
Cefuroxime_sodium	0.145	0.07770341494155233	0.21229658505844765	0.0	0.0	0.0	400	9
Ciprofloxacin	0.046024018175916906	0.03744579303734183	0.05460224331449198	0.08	-0.05601747613165141	0.2160174761316514	391	23
Gentamicin	0.18285714285714288	0.09034675515950252	0.27536753055478325	0.33913043478260874	0.2713793064988977	0.4068815630663198	175	230
Imipenem	0.2533333333333333	0.1454045476860862	0.36126211898058036	0.14034833091436866	0.06984170887237505	0.21085495295636225	150	264
Levofloxacin	0.042105263157894736	0.02080352914856965	0.06340699716721981	0.05714285714285714	-0.10151114886844564	0.2157968631541599	380	37
Meropenem	0.21698924731182795	0.1973579506837054	0.2366205439399505	0.12183107088989442	0.04119957681954897	0.20246256496023987	152	254
Nitrofurantoin	0.13658536585365855	0.1020557371467738	0.1711149945605433	0.25	-0.5456115763210657	1.0456115763210656	205	4
Piperacillin_Tazobactam	0.16007403490216815	0.1387268908021945	0.1814211790021418	0.4375	0.3598960001122646	0.5151039998877354	306	80
Tetracycline	0.2342857142857143	0.11824031330602248	0.3503311152654061	0.3967948717948718	0.31824860923785625	0.4753411343518873	175	199
Tobramycin	0.24793741109530582	0.14716980881703834	0.3487050133735733	0.07540229885057471	0.03938705465649562	0.11141754304465382	189	146
Trimethoprim_Sulfamethoxazole	0.37910447761194027	0.33643992252258165	0.4217690327012989	0.2594771241830065	0.10113221816312967	0.41782203020288333	335	88
all	0.1549618164690865	0.13245530870349537	0.17746832423467762	0.2276180149046318	0.22157742204171862	0.23365860776754496	5343	1955
