Antibiotic	VME_Acc	VME_Conf_low	VME_Conf_high	ME_Acc	ME_Conf_low	ME_Conf_high	Res_Count	Sus_Count
all	0.2660070222936673	0.25273671368115247	0.2792773309061821	0.1355006025292988	0.11880679805708999	0.1521944070015076	1530	6871
amikacin	0.3025	0.02782130289271506	0.577178697107285	0.2776738749269433	0.18480462948155724	0.37054312037232934	79	292
capreomycin	0.2714285714285714	0.15579058680652097	0.38706655605062185	0.17610405323653963	0.0865903442682587	0.2656177622048206	70	289
ethambutol	0.23295454545454547	0.14496436987177297	0.32094472103731797	0.1205525197328476	0.08443328867980027	0.15667175078589493	163	1219
ethionamide	0.31111111111111106	0.10647940744533493	0.5157428147768872	0.2106060606060606	0.07553121235996443	0.34568090885215674	45	58
isoniazid	0.35380400190526773	0.337867279204862	0.3697407246056735	0.14015657120328912	0.10571687602458484	0.17459626638199338	390	1334
kanamycin	0.12727272727272726	-0.0014286160892977018	0.2559740706347522	0.2078977932636469	0.17204367125321976	0.24375191527407405	55	207
moxifloxacin	0.28095238095238095	0.05736215593276767	0.5045426059719942	0.08313090418353578	0.020303712074820637	0.14595809629225093	32	193
ofloxacin	0.31666666666666665	0.1817556846076078	0.4515776487257255	0.3454545454545454	0.1599761689113844	0.5309329219977064	60	55
pyrazinamide	0.20740740740740743	0.13045550861603192	0.2843593061987829	0.11573809523809522	0.09606167873404772	0.13541451174214272	135	1123
rifampin	0.21487012987012982	0.1748371188565635	0.25490314088369614	0.09913501133013328	0.0723423499618521	0.12592767269841446	279	1432
streptomycin	0.2298989898989899	0.16856555648459215	0.29123242331338767	0.15395578498485019	0.13171816618230398	0.1761934037873964	222	669
